Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Matt Cronin",,0.0473,0.0507,0,4.35888,1,0,0,0,,1,4.38,0.9814,0.5215,0.48432,0.132556,0.4519,0.0266,0.0362,0.8576,7.7184,4.0671,1.89776,1.193,0.195799,0.103174,0.09262556582689285,0.252165,1.4333,0.292529,0.730772,0.408007,,4.60746,-0.00239108,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Matt Cronin","sa3011463",669091
"A.J. Block",,0.0483,0.0531,0.0098,4.34349,0.8846,0.0246,0,0,,1,4.422,1.001,0.5237,0.48261,0.116111,0.4766,0.0236,0.0538,0.8141,7.3269,4.2894,1.70814,1.045,0.184102,0.107779,0.07632293552160263,0.257221,1.4776,0.298809,0.725375,0.466993,,4.60758,-0.00239246,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"A.J. Block","sa3014916",670191
"Connor Seabold","TOR",0.0475,0.0505,0,4.52691,1,0,0,0,,1,4.322,1.0147,0.5359,0.50299,0.161667,0.3025,0.029,0.0568,0.8426,7.5834,2.7225,2.78545,1.455,0.194956,0.0699907,0.12496528774499893,0.256063,1.3172,0.28834,0.71622,0.352142,,4.6295,-0.00241733,-0.0494101,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Connor Seabold","19695",657756
"Ofreidy Gómez","NYM",0.0487,0.0493,0,4.31595,1,0,0,0,,1,4.382,0.9523,0.5168,0.47955,0.128889,0.4647,0.0266,0.0515,0.9055,8.1495,4.1823,1.94857,1.16,0.206641,0.106047,0.10059333592653275,0.24634,1.417,0.290813,0.72799,0.417449,,4.54829,-0.00245458,-0.0496301,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ofreidy Gomez","sa737451",628709
"Austin Krob",,0.0517,0.0601,0.0434,4.38057,0.5135,0.1035,0,0,,1,4.423,1.0576,0.5314,0.48673,0.108333,0.4401,0.0133,0.0503,0.7007,6.3063,3.9609,1.59214,0.975,0.158422,0.0995026,0.058919280767440796,0.268932,1.4977,0.303905,0.717887,0.514999,,4.61327,-0.00245661,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Austin Krob","sa3020594",689474
"Marques Johnson","SFG",0.0468,0.0512,0,4.18635,1,0,0,0,,1,4.401,0.9549,0.5054,0.46515,0.107333,0.4971,0.0267,0.0408,0.9171,8.2539,4.4739,1.8449,0.966,0.208384,0.112952,0.09543285518884659,0.247185,1.452,0.298579,0.727184,0.465803,,4.30997,-0.00245785,-0.0496659,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Marques Johnson","sa3020741",688730
"Josh Green",,0.0477,0.0558,0.016,4.54032,0.8071,0.0411,0,0,,1,4.398,1.0788,0.5474,0.50448,0.120333,0.3866,0.0214,0.0467,0.6928,6.2352,3.4794,1.79203,1.083,0.157526,0.0879036,0.06962255388498306,0.272101,1.4654,0.304124,0.707824,0.494999,,4.61377,-0.00246225,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Green","sa3006701",681401
"Saul Garcia","NYM",0.0494,0.0487,0,4.18806,1,0,0,0,,1,4.39,0.9055,0.5028,0.46534,0.123333,0.5175,0.0266,0.0543,0.9512,8.5608,4.6575,1.83807,1.11,0.216674,0.117882,0.09879271686077118,0.237154,1.423,0.285081,0.735964,0.419453,,4.55147,-0.00249071,-0.0496301,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Saul Garcia","sa3017106",702903
"Joshua Loeschorn","PIT",0.0454,0.0527,0,4.56435,1,0,0,0,,1,4.369,1.0321,0.5438,0.50715,0.136667,0.3826,0.0265,0.0407,0.7939,7.1451,3.4434,2.07501,1.23,0.181712,0.0875715,0.09414052963256836,0.261576,1.4147,0.29698,0.711888,0.400614,,4.5939,-0.00249253,-0.0442967,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joshua Loeschorn","sa3020837",700380
"Josh Dye",,0.0492,0.0563,0.0233,4.46922,0.7328,0.0568,0,0,,1,4.372,1.0401,0.5354,0.49658,0.134222,0.387,0.0192,0.0395,0.7709,6.9381,3.483,1.99199,1.208,0.176327,0.0885178,0.08780878037214279,0.263617,1.4271,0.297949,0.719584,0.430008,,4.61773,-0.00250684,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Dye","sa3007485",682023
"Adrián Martinez",,0.0465,0.0525,0.0027,4.57173,0.9654,0.0074,0,0,,1,4.342,1.0398,0.5453,0.50797,0.144333,0.3488,0.0298,0.0469,0.7896,7.1064,3.1392,2.26376,1.299,0.181852,0.0803316,0.10152003914117813,0.263487,1.3886,0.297264,0.710726,0.420994,,4.61937,-0.00252539,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adrian Martinez","21023",661309
"Jeurys Familia",,0.0465,0.0515,0,4.49955,1,0,0,0,,1,4.403,1.0009,0.5395,0.49995,0.126333,0.4712,0.0277,0.0424,0.8494,7.6446,4.2408,1.80263,1.137,0.192914,0.107018,0.08589597791433334,0.25734,1.4721,0.30016,0.720025,0.453011,,4.61947,-0.00252651,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jeurys Familia","5114",544727
"Garrett Davila",,0.0474,0.0506,0,4.34691,1,0,0,0,,1,4.348,0.9893,0.519,0.48299,0.140111,0.3919,0.0264,0.0478,0.8278,7.4502,3.5271,2.11227,1.261,0.190386,0.0901334,0.10025297850370407,0.253128,1.3812,0.288802,0.727568,0.394004,,4.62008,-0.00253341,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Garrett Davila","sa875052",663657
"Austin Davis",,0.0475,0.0505,0,4.32396,1,0,0,0,,1,4.423,0.9225,0.5172,0.48044,0.123889,0.5329,0.0284,0.0625,0.9556,8.6004,4.7961,1.79321,1.115,0.216052,0.120484,0.09556864202022552,0.241013,1.4554,0.290604,0.731851,0.404,,4.62069,-0.0025403,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Austin Davis","17117",656354
"Jake Reindl",,0.0468,0.0513,0,4.4793,1,0,0,0,,1,4.415,0.9452,0.534,0.4977,0.131667,0.5014,0.0268,0.0568,0.9503,8.5527,4.5126,1.89529,1.185,0.215243,0.113567,0.1016761064529419,0.245074,1.4466,0.293183,0.722985,0.399005,,4.6208,-0.00254155,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jake Reindl","sa3011523",667429
"Ryan Weber",,0.0461,0.0519,0,4.56462,1,0,0,0,,1,4.342,1.1137,0.5479,0.50718,0.138556,0.2856,0.0251,0.0402,0.646,5.814,2.5704,2.2619,1.247,0.148779,0.0657761,0.08300323784351349,0.277302,1.3993,0.301749,0.706367,0.463004,,4.62176,-0.00255232,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Weber","10160",543901
"Mason Burns","STL",0.0468,0.0513,0,4.31496,1,0,0,0,,1,4.384,0.9637,0.517,0.47944,0.123556,0.4697,0.0266,0.0404,0.891,8.019,4.2273,1.89696,1.112,0.203239,0.10714,0.09609945118427277,0.248767,1.4334,0.293824,0.727058,0.418665,,4.48966,-0.00255631,-0.04843,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mason Burns","sa3028089",826314
"Derrick Edington","TBR",0.0453,0.0528,0,4.61961,1,0,0,0,,1,4.396,1.0342,0.5528,0.51329,0.139667,0.4186,0.0267,0.0447,0.8178,7.3602,3.7674,1.95366,1.257,0.186033,0.0952229,0.09080982953310013,0.262975,1.4528,0.30066,0.715839,0.451166,,4.7051,-0.00256054,-0.0475098,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Derrick Edington","sa3023665",689433
"Adam Kolarek",,0.0469,0.0511,0,4.38336,1,0,0,0,,1,4.444,1.0442,0.5306,0.48704,0.109111,0.4653,0.0256,0.05,0.7381,6.6429,4.1877,1.58629,0.982,0.166089,0.104703,0.061386145651340485,0.265788,1.5095,0.303454,0.721507,0.501007,,4.62328,-0.00256948,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adam Kolarek","10843",592473
"Thomas Ireland","TEX",0.0489,0.0558,0.0201,4.45302,0.7634,0.0504,0,0,,1,4.393,1.0608,0.5366,0.49478,0.125444,0.3929,0.0201,0.0487,0.6981,6.2829,3.5361,1.77679,1.129,0.158912,0.0894377,0.06947416067123413,0.268462,1.4537,0.29904,0.717562,0.472301,,4.69451,-0.00257625,-0.0493004,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Thomas Ireland","sa3021469",692179
"Rylan Kaufman",,0.0468,0.0513,0,4.54986,1,0,0,0,,1,4.456,0.9896,0.5438,0.50554,0.120556,0.5301,0.027,0.0418,0.8783,7.9047,4.7709,1.65686,1.085,0.197105,0.118963,0.07814183831214905,0.254782,1.5197,0.301203,0.722395,0.416361,,4.66146,-0.00258276,-0.0449499,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Rylan Kaufman","sa3008588",676932
"Jesús Liranzo",,0.0466,0.0514,0,4.50261,1,0,0,0,,1,4.363,0.9973,0.5366,0.50029,0.140889,0.4014,0.0265,0.0487,0.8459,7.6131,3.6126,2.10737,1.268,0.19388,0.0920009,0.10187944769859314,0.254875,1.3987,0.292679,0.717546,0.402003,,4.62519,-0.00259103,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jesus Liranzo","sa658076",622338
"Brendan Nail",,0.0493,0.0568,0.0244,4.46472,0.7147,0.0607,0,0,,1,4.388,1.0231,0.5347,0.49608,0.132222,0.4077,0.0188,0.0513,0.8027,7.2243,3.6693,1.96885,1.19,0.182931,0.0929125,0.09001823514699936,0.260397,1.4308,0.297547,0.719361,0.430003,,4.62563,-0.00259592,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brendan Nail","sa3005359",678041
"Chase Wallace",,0.0464,0.0516,0,4.50774,1,0,0,0,,1,4.392,1.0392,0.5415,0.50086,0.125889,0.4113,0.0266,0.0465,0.7594,6.8346,3.7017,1.84634,1.133,0.172905,0.0936475,0.07925774157047272,0.264145,1.4505,0.299553,0.713358,0.461993,,4.62629,-0.00260343,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chase Wallace","sa3015105",675991
"Gerardo Reyes",,0.0468,0.0512,0,4.67298,1,0,0,0,,1,4.386,0.9516,0.5521,0.51922,0.154667,0.4727,0.0259,0.0424,0.961,8.649,4.2543,2.033,1.392,0.219106,0.107775,0.111331507563591,0.245834,1.4243,0.289243,0.722159,0.343369,,4.7691,-0.00260542,-0.0450515,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Gerardo Reyes","16306",622103
"Lincoln Henzman","ATH",0.0464,0.0516,0,4.7016,1,0,0,0,,1,4.386,1.0607,0.5616,0.5224,0.140667,0.3812,0.0266,0.0484,0.742,6.678,3.4308,1.94648,1.266,0.169175,0.0869129,0.08226174116134644,0.268097,1.4419,0.299321,0.707087,0.438756,,4.7686,-0.00261001,-0.0450611,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Lincoln Henzman","sa3005187",669205
"Oddanier Mosqueda","PIT",0.0463,0.0517,0,4.35402,1,0,0,0,,1,4.425,0.9836,0.5225,0.48378,0.118222,0.472,0.0268,0.0672,0.8425,7.5825,4.248,1.78496,1.064,0.190395,0.106667,0.08372879773378372,0.253127,1.4556,0.295848,0.723284,0.430706,,4.60463,-0.00261417,-0.0442967,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Oddanier Mosqueda","sa917882",665996
"Haylen Green",,0.0476,0.0523,0.0055,4.39803,0.9349,0.0139,0,0,,1,4.403,1.006,0.5279,0.48867,0.125889,0.4483,0.0249,0.047,0.8145,7.3305,4.0347,1.81686,1.133,0.184988,0.101817,0.0831705704331398,0.25744,1.4543,0.296602,0.724851,0.438017,,4.62859,-0.00262936,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Haylen Green","sa3017716",669662
"Duane Underwood Jr.",,0.0463,0.0517,0,4.5468,1,0,0,0,,1,4.394,1.0181,0.5442,0.5052,0.128444,0.4263,0.0242,0.0505,0.803,7.227,3.8367,1.88365,1.156,0.182749,0.0970187,0.08573053777217865,0.259905,1.4444,0.297967,0.711858,0.439007,,4.62931,-0.0026375,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Duane Underwood Jr.","14677",621249
"Tyler LaPorte","ATL",0.0483,0.0497,0,4.47714,1,0,0,0,,1,4.392,1.0238,0.5375,0.49746,0.124,0.4348,0.0266,0.0411,0.8262,7.4358,3.9132,1.90018,1.116,0.188115,0.0989982,0.08911657333374023,0.261434,1.4586,0.303382,0.716809,0.459939,,4.52244,-0.00264055,-0.0456951,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tyler LaPorte","sa3067023",679489
"Eduardo Salazar","WSN",0.0449,0.0531,0,4.42242,1,0,0,0,,1,4.373,1.0347,0.5332,0.49138,0.115667,0.4226,0.0237,0.052,0.7223,6.5007,3.8034,1.70918,1.041,0.165173,0.0966385,0.06853417307138443,0.265417,1.4573,0.300295,0.713389,0.491036,,4.618,-0.00264985,-0.0457268,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Eduardo Salazar","23135",674285
"Omar Cruz","SDP",0.0485,0.0496,0,4.12398,1,0,0,0,,1,4.35,0.9176,0.4935,0.45822,0.132,0.4675,0.0262,0.0496,0.9559,8.6031,4.2075,2.04471,1.188,0.219747,0.107471,0.1122758761048317,0.239401,1.3851,0.286193,0.742814,0.394982,,4.49064,-0.00265236,0.0559251,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Omar Cruz","23875",678316
"Roy Garcia",,0.0465,0.0515,0,4.47768,1,0,0,0,,1,4.427,1.0081,0.5387,0.49752,0.118111,0.4836,0.0269,0.0463,0.8148,7.3332,4.3524,1.68486,1.063,0.184052,0.109239,0.07481364905834198,0.25868,1.4917,0.300247,0.718516,0.470994,,4.63068,-0.00265291,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Roy Garcia","sa3002941",672418
"Matt Ruppenthal",,0.0474,0.0537,0.0087,4.49703,0.8936,0.0226,0,0,,1,4.392,1.0052,0.5386,0.49967,0.130111,0.4249,0.0237,0.0586,0.8232,7.4088,3.8241,1.9374,1.171,0.187432,0.0967441,0.09068760275840759,0.257183,1.4301,0.296119,0.714375,0.439003,,4.63068,-0.00265291,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Matt Ruppenthal","sa915693",656919
"Nick Hernandez","ATH",0.0477,0.0504,0,4.51458,1,0,0,0,,1,4.331,0.9356,0.5334,0.50162,0.159556,0.4243,0.0254,0.0446,0.9708,8.7372,3.8187,2.288,1.436,0.224151,0.0979681,0.12618333846330643,0.242252,1.3599,0.284084,0.727219,0.336332,,4.67446,-0.0026647,-0.0450515,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Hernandez","19281",663321
"Luis Amaya",,0.0469,0.0511,0,4.42215,1,0,0,0,,1,4.396,1.0164,0.5301,0.49135,0.128889,0.428,0.0267,0.047,0.8019,7.2171,3.852,1.8736,1.16,0.182416,0.0973612,0.08505460619926453,0.25922,1.4444,0.296806,0.723364,0.43099,,4.63189,-0.00266656,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luis Amaya","sa872809",661156
"Mark Manfredi","MIL",0.0474,0.0507,0,4.27779,1,0,0,0,,1,4.423,0.932,0.5133,0.47531,0.124222,0.5267,0.0268,0.0575,0.9408,8.4672,4.7403,1.78622,1.118,0.212706,0.119082,0.09362423419952393,0.242784,1.4587,0.291219,0.735841,0.424048,,4.62103,-0.00267261,-0.0469662,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mark Manfredi","sa3023516",815081
"Max Roberts",,0.0474,0.0507,0,4.33503,1,0,0,0,,1,4.433,0.9533,0.5206,0.48167,0.120889,0.5408,0.0269,0.0388,0.9065,8.1585,4.8672,1.67622,1.088,0.204489,0.121994,0.08249492198228836,0.247392,1.4941,0.294553,0.734797,0.430996,,4.63249,-0.00267332,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Max Roberts","sa3004014",676611
"Ryan Sherriff",,0.0461,0.052,0,4.6368,1,0,0,0,,1,4.398,1.0438,0.5534,0.5152,0.133444,0.413,0.0258,0.045,0.7831,7.0479,3.717,1.89613,1.201,0.178058,0.0939063,0.08415190130472183,0.264924,1.4568,0.301098,0.711351,0.423543,,4.67771,-0.00267878,-0.0441655,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Sherriff","12249",595411
"Enmanuel De Jesus","DET",0.0466,0.0515,0,4.33413,1,0,0,0,,1,4.378,1.005,0.5195,0.48157,0.127778,0.4078,0.0263,0.0496,0.7793,7.0137,3.6702,1.91099,1.15,0.178004,0.0931476,0.08485609292984009,0.256338,1.4128,0.291095,0.723958,0.413922,,4.60985,-0.0026821,-0.0483639,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Enmanuel De Jesus","18554",646241
"Josh Fleming",,0.0485,0.055,0.0167,4.3785,0.8071,0.0411,0,0,,1,4.416,1.1524,0.5335,0.4865,0.109111,0.3399,0.0416,0.0393,0.5286,4.7574,3.0591,1.55516,0.982,0.119701,0.0769701,0.04273097962141037,0.285474,1.4923,0.306932,0.715766,0.541,,4.63398,-0.00269011,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Fleming","20418",676596
"Eric Hanhold",,0.0462,0.0518,0,4.56525,1,0,0,0,,1,4.411,1.0007,0.5457,0.50725,0.13,0.4627,0.0278,0.0442,0.8558,7.7022,4.1643,1.84958,1.17,0.194015,0.104897,0.0891181081533432,0.25632,1.4634,0.298359,0.71617,0.430002,,4.63424,-0.00269299,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Eric Hanhold","18332",621098
"Eric Stout",,0.047,0.051,0,4.43538,1,0,0,0,,1,4.388,0.9741,0.5278,0.49282,0.140556,0.4346,0.0271,0.0527,0.8949,8.0541,3.9114,2.05913,1.265,0.203943,0.0990428,0.10489974170923233,0.249724,1.4087,0.290916,0.726862,0.375008,,4.63446,-0.00269549,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Eric Stout","16873",657770
"Nick Gallagher",,0.0467,0.0514,0,4.49424,1,0,0,0,,1,4.398,0.9739,0.5363,0.49936,0.133556,0.4575,0.0267,0.0558,0.8884,7.9956,4.1175,1.94186,1.202,0.202001,0.104025,0.09797636419534683,0.250701,1.4314,0.293545,0.71929,0.41,,4.63446,-0.00269549,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Gallagher","sa3005408",676711
"Cody Bolton","HOU",0.0478,0.0503,0,4.47075,1,0,0,0,,1,4.359,0.9911,0.5342,0.49675,0.138444,0.4135,0.0247,0.0452,0.8799,7.9191,3.7215,2.12793,1.246,0.201858,0.0948612,0.10699700564146042,0.254109,1.4046,0.29586,0.718877,0.426233,,4.55121,-0.00270085,-0.0484365,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cody Bolton","23265",675989
"A.J. Puckett",,0.0466,0.0515,0,4.47975,1,0,0,0,,1,4.386,1.0383,0.5386,0.49775,0.125667,0.403,0.0266,0.0498,0.7457,6.7113,3.627,1.85037,1.131,0.170018,0.0918833,0.07813497632741928,0.263984,1.4413,0.298068,0.71339,0.465014,,4.6358,-0.00271064,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"A.J. Puckett","sa738686",643494
"Shane McCarthy",,0.0464,0.0517,0,4.5585,1,0,0,0,,1,4.371,1.0083,0.5429,0.5065,0.141333,0.4095,0.0265,0.0395,0.8414,7.5726,3.6855,2.0547,1.272,0.192496,0.0936857,0.0988103598356247,0.257088,1.4178,0.29496,0.71717,0.401004,,4.63667,-0.00272041,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shane McCarthy","sa915740",676511
"Wander Suero","ATH",0.0463,0.0517,0,4.7853,1,0,0,0,,1,4.367,0.9843,0.5645,0.5317,0.167222,0.4092,0.0257,0.05,0.8896,8.0064,3.6828,2.174,1.505,0.20371,0.0937028,0.11000686138868332,0.251881,1.3935,0.286596,0.715032,0.343364,,4.90743,-0.00272112,-0.0450515,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Wander Suero","15855",593833
"Ben Vespi","BAL",0.0498,0.0544,0.0179,4.57668,0.7798,0.0468,0,0,,1,4.369,1.0377,0.5475,0.50852,0.140444,0.3882,0.0205,0.0401,0.8139,7.3251,3.4938,2.0966,1.264,0.18629,0.0888533,0.09743648022413254,0.263329,1.4259,0.300452,0.714566,0.442932,,4.61801,-0.00272681,-0.0495773,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ben Vespi","sa3066731",694978
"Albert Abreu",,0.0464,0.0517,0,4.52601,1,0,0,0,,1,4.425,1.0012,0.5427,0.50289,0.125,0.4783,0.0248,0.05,0.8536,7.6824,4.3047,1.78465,1.125,0.192904,0.10809,0.08481355756521225,0.256935,1.4795,0.300264,0.71813,0.453016,,4.63784,-0.00273356,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Albert Abreu","17485",656061
"Alex Colomé",,0.0435,0.0545,0,4.71222,1,0,0,0,,1,4.44,1.0869,0.5661,0.52358,0.130111,0.4266,0.0267,0.0383,0.6941,6.2469,3.8394,1.62705,1.171,0.156329,0.0960811,0.060247741639614105,0.273427,1.5135,0.303657,0.711612,0.481675,,4.83308,-0.00273582,-0.0475153,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Alex Colome","6661",517008
"Marcel Rentería",,0.0463,0.0517,0,4.56003,1,0,0,0,,1,4.386,1.0108,0.5441,0.50667,0.136889,0.4231,0.0266,0.0428,0.836,7.524,3.8079,1.97589,1.232,0.190606,0.096466,0.0941404476761818,0.257851,1.4339,0.296521,0.716278,0.415012,,4.64039,-0.00276237,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Marcel Renteria","sa3005016",676344
"Ryan Nutof",,0.0464,0.0517,0,4.51638,1,0,0,0,,1,4.407,1.0239,0.5423,0.50182,0.124889,0.4465,0.0267,0.0418,0.791,7.119,4.0185,1.77156,1.124,0.179487,0.101316,0.07817109674215317,0.261286,1.4704,0.29939,0.716372,0.457991,,4.64159,-0.00277589,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Nutof","sa915630",657246
"William Woods",,0.0464,0.0517,0,4.58442,1,0,0,0,,1,4.359,0.986,0.5429,0.50938,0.151222,0.4062,0.0264,0.0403,0.8993,8.0937,3.6558,2.21393,1.361,0.206309,0.0931865,0.11312226206064224,0.252013,1.3922,0.291679,0.719448,0.358009,,4.64193,-0.00277965,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"William Woods","25075",682016
"Jose Adames",,0.0463,0.0517,0,4.56588,1,0,0,0,,1,4.399,0.9933,0.5442,0.50732,0.136,0.4485,0.0267,0.0481,0.8753,7.8777,4.0365,1.95162,1.224,0.198977,0.101955,0.09702203422784805,0.254536,1.4418,0.296531,0.717277,0.408012,,4.64234,-0.00278429,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jose Adames","sa597194",600853
"Tayler Scott","ATL",0.0479,0.0502,0,4.59261,1,0,0,0,,1,4.392,0.9828,0.5478,0.51029,0.128667,0.462,0.0264,0.0459,0.9235,8.3115,4.158,1.99892,1.158,0.210269,0.105191,0.10507740825414658,0.253032,1.4448,0.301608,0.709278,0.427066,,4.4845,-0.00280717,-0.0456951,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tayler Scott","13652",605463
"Edgar Navarro",,0.0463,0.0518,0,4.53141,1,0,0,0,,1,4.429,1.0276,0.5449,0.50349,0.119667,0.4603,0.0265,0.052,0.7914,7.1226,4.1427,1.71931,1.077,0.178686,0.103929,0.07475729286670685,0.262364,1.4879,0.302077,0.714196,0.47398,,4.6449,-0.00281321,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Edgar Navarro","24363",679346
"Ryan Tepera",,0.0462,0.0519,0,4.59927,1,0,0,0,,1,4.365,1.0209,0.5466,0.51103,0.145889,0.376,0.0286,0.0453,0.8252,7.4268,3.384,2.19468,1.313,0.189049,0.0861397,0.10290952771902084,0.258869,1.3969,0.294358,0.712947,0.386995,,4.64519,-0.00281647,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Tepera","10291",572193
"Aaron Perry",,0.0496,0.0603,0.0355,4.59693,0.5795,0.0895,0,0,,1,4.38,1.0423,0.5505,0.51077,0.134778,0.3962,0.0151,0.0404,0.7759,6.9831,3.5658,1.95835,1.213,0.177146,0.0904566,0.08668950200080872,0.264315,1.4385,0.299243,0.710507,0.445997,,4.64525,-0.00281709,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Aaron Perry","sa1055363",676215
