Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",13.991,8.9477,22.6352,2.79743,32,32,0,0,,199.765,796.828,159.803,68.188,62.092,20.2428,43.5403,0.3642,7.1165,242.695,10.9342,1.96162,5.57404,0.912,0.304577,0.054642,0.24993499368429184,0.214163,1.01791,0.288804,0.772301,0.424339,,2.7834,5.88835,5.79619,999,,,,,,,1151,5.755,1073,5.365,4.1,3.68,3.41,3.19,2.99,2.81,2.63,2.43,2.18,3.57,3.38,3.26,3.16,3.06,2.97,2.88,2.77,2.63,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.3833,9.2404,21.2725,2.91744,32,32,0,0,,193.982,785.35,157.969,69.1546,62.881,17.5661,51.6156,0.5026,7.1695,236.887,10.9907,2.39477,4.58946,0.815,0.301633,0.0657231,0.23590997606515884,0.217419,1.08044,0.297394,0.759114,0.443775,,2.77912,5.68087,5.73887,999,,,,,,,1100.4,5.6721649484536085,1033,5.324742268041237,4.28,3.84,3.55,3.31,3.11,2.92,2.73,2.52,2.26,3.75,3.54,3.4,3.29,3.18,3.08,2.98,2.86,2.7,"Paul Skenes","33677",694973
"Garrett Crochet","BOS",13.5299,9.0193,20.6902,3.03075,32,32,0,0,,192.855,773.898,157.845,71.0798,64.944,19.6712,49.7709,0.493,6.0085,238.087,11.1108,2.32266,4.78366,0.918,0.307647,0.064312,0.24333490431308746,0.219804,1.07654,0.300144,0.758214,0.455967,,2.85975,5.54387,5.38187,999,,,,,,,1079.4,5.592746113989638,1013,5.248704663212435,4.38,3.93,3.64,3.4,3.2,3,2.81,2.6,2.33,3.83,3.62,3.49,3.37,3.27,3.17,3.07,2.95,2.8,"Garrett Crochet","27463",676979
"Cristopher Sánchez","PHI",13.5414,9.3174,21.1058,3.1529,32,32,0,0,,198.055,812.7,183.128,77.2898,69.383,17.4288,50.6174,0.4957,6.6796,191.527,8.70333,2.30015,3.78381,0.792,0.235667,0.062283,0.1733839064836502,0.242425,1.18021,0.30323,0.747358,0.545382,,3.21296,4.72782,5.14919,999,,,,,,,990.3000000000002,5.001515151515153,979,4.944444444444445,4.61,4.17,3.87,3.64,3.43,3.23,3.04,2.82,2.55,4.03,3.84,3.71,3.6,3.5,3.4,3.3,3.19,3.04,"Cristopher Sanchez","20778",650911
"Cole Ragans","KCR",11.8019,8.5501,17.4453,3.28133,29.16,29.16,0,0,,172.018,711.406,140.348,68.1602,62.7165,18.0619,62.2545,0.5983,5.6379,210.403,11.0083,3.25716,3.37973,0.945,0.295757,0.0875091,0.20824801176786423,0.218097,1.1778,0.294632,0.758208,0.399003,,3.23789,4.20633,4.23006,999,,,,,,,903.3999999999999,5.252325581395348,842,4.895348837209302,4.7,4.21,3.88,3.63,3.4,3.19,2.98,2.75,2.46,4.09,3.87,3.72,3.6,3.48,3.38,3.26,3.14,2.97,"Cole Ragans","21846",666142
"Chris Sale","ATL",12.0346,7.5053,17.7318,3.19284,27.54,27.54,0,0,,168.535,685.659,139.757,64.9974,59.7895,18.1456,44.2401,0.5232,8.6091,205.746,10.9871,2.36248,4.65066,0.969,0.30007,0.064522,0.23554785549640656,0.220851,1.09174,0.297397,0.750345,0.416542,,3.03396,4.14962,4.31761,999,,,,,,,918.2,5.433136094674556,864,5.112426035502959,4.65,4.16,3.84,3.58,3.36,3.15,2.94,2.72,2.43,4.03,3.82,3.67,3.55,3.44,3.34,3.23,3.11,2.95,"Chris Sale","10603",519242
"Logan Webb","SFG",12.5083,10.4811,20.7853,3.3057,32,32,0,0,,199.392,830.452,193.339,81.5224,73.2365,16.6381,47.1415,0.7549,6.0474,187.066,8.44366,2.12784,3.96818,0.751,0.225258,0.0567661,0.16849196702241898,0.248743,1.20607,0.308077,0.731894,0.547547,,3.14381,4.09886,3.93121,999,,,,,,,976.7000000000003,4.908040201005027,989,4.969849246231155,4.8,4.35,4.05,3.81,3.61,3.41,3.21,2.99,2.71,4.19,4.01,3.88,3.77,3.68,3.58,3.48,3.37,3.22,"Logan Webb","17995",657277
"Jacob deGrom","TEX",11.4195,9.1171,17.1338,3.51926,29.16,29.16,0,0,,174.797,715.502,152.428,73.6185,68.3507,23.6364,39.7948,0.44,5.3405,202.471,10.4249,2.04897,5.08788,1.217,0.282978,0.055618,0.2273598089814186,0.22738,1.09969,0.289903,0.745322,0.378878,,3.35103,4.03601,3.37992,999,,,,,,,873.5999999999999,4.991999999999999,832,4.7542857142857144,4.98,4.47,4.13,3.87,3.63,3.41,3.2,2.96,2.65,4.38,4.14,3.97,3.84,3.71,3.6,3.47,3.33,3.15,"Jacob deGrom","10954",594798
"Dylan Cease","TOR",12.3378,9.7931,17.4459,3.58303,32,32,0,0,,184.857,777.364,156.818,79.5857,73.5943,22.2239,67.5436,1.1785,5.8862,216.917,10.5609,3.28844,3.21151,1.082,0.279042,0.086888,0.19215400516986847,0.222774,1.2137,0.289579,0.749171,0.381771,,3.54284,3.8569,3.26657,999,,,,,,,902.2,4.876756756756757,851,4.6,5.07,4.59,4.28,4.02,3.8,3.59,3.38,3.14,2.85,4.43,4.23,4.09,3.98,3.88,3.78,3.67,3.55,3.4,"Dylan Cease","18525",656302
"Sonny Gray","BOS",11.4753,10.0428,16.9463,3.70447,30.78,30.78,0,0,,181.357,757.548,171.609,81.1394,74.648,21.2994,47.768,0.5015,5.6627,189.365,9.3974,2.37053,3.96427,1.057,0.249971,0.0630561,0.18691501766443253,0.243722,1.20964,0.304608,0.729263,0.451378,,3.45745,3.84609,3.4666,999,,,,,,,849.9000000000001,4.695580110497238,848,4.685082872928176,5.2,4.71,4.39,4.13,3.9,3.69,3.47,3.23,2.93,4.55,4.34,4.2,4.09,3.98,3.88,3.77,3.65,3.48,"Sonny Gray","12768",543243
"Framber Valdez",,12.1024,9.9231,19.185,3.47679,30.78,30.78,0,0,,190.384,795.586,180.491,81.4435,73.5472,16.1192,62.7344,0.4225,7.8493,178.6,8.44296,2.96564,2.84693,0.762,0.224489,0.0788531,0.14563605189323425,0.248953,1.27755,0.309971,0.733178,0.559,,3.47182,3.71666,3.81471,999,,,,,,,886.2,4.66421052631579,887,4.668421052631579,5,4.53,4.22,3.97,3.76,3.55,3.34,3.11,2.82,4.37,4.17,4.04,3.93,3.83,3.73,3.63,3.51,3.36,"Framber Valdez","17295",664285
"Max Fried","NYY",12.8093,9.1249,19.5329,3.32835,30.78,30.78,0,0,,189.434,790.955,177.316,77.5331,70.0558,18.8592,54.2833,0.6312,7.4318,179.469,8.52659,2.579,3.30616,0.896,0.226902,0.0686301,0.15827195346355438,0.243152,1.22259,0.298463,0.750823,0.505701,,3.51192,3.65774,3.6975,999,,,,,,,879.7,4.654497354497355,873,4.619047619047619,4.83,4.36,4.05,3.81,3.59,3.39,3.19,2.96,2.68,4.21,4.02,3.88,3.77,3.67,3.57,3.47,3.35,3.2,"Max Fried","13743",608331
"Hunter Brown","HOU",12.0302,9.6287,17.66,3.6291,30.78,30.78,0,0,,184.176,769.968,164.948,81.0522,74.2661,20.8529,60.9692,0.5467,7.1746,199.867,9.76673,2.97933,3.27816,1.019,0.259578,0.0791841,0.18039409816265106,0.235028,1.22664,0.299509,0.73639,0.473373,,3.54662,3.58579,3.28731,999,,,,,,,870.3000000000002,4.729891304347827,843,4.581521739130435,5.16,4.67,4.35,4.09,3.86,3.65,3.43,3.2,2.89,4.52,4.31,4.17,4.05,3.94,3.83,3.73,3.6,3.44,"Hunter Brown","25880",686613
"Hunter Greene","CIN",10.9852,10.7036,16.6392,3.91328,30.78,30.78,0,0,,183.816,768.462,155.671,85.2041,79.9249,28.2873,61.3871,0.4104,10.0638,220.15,10.779,3.00563,3.58626,1.385,0.286481,0.0798831,0.20659798383712769,0.223341,1.18085,0.283976,0.743025,0.336385,,3.90649,3.56029,3.50529,999,,,,,,,838.6000000000003,4.557608695652175,783,4.255434782608695,5.44,4.93,4.6,4.33,4.09,3.87,3.65,3.4,3.08,4.8,4.58,4.42,4.29,4.17,4.06,3.94,3.8,3.62,"Hunter Greene","22182",668881
"Jesús Luzardo","PHI",11.9181,9.5553,17.3358,3.57107,30.78,30.78,0,0,,180.975,751.869,158.902,77.7744,71.8082,23.1447,57.4443,0.7165,5.5962,197.845,9.83894,2.85674,3.44411,1.151,0.263137,0.076402,0.18673506379127502,0.230685,1.19545,0.29018,0.753339,0.404283,,3.65628,3.5424,3.86518,999,,,,,,,850.1,4.6966850828729285,813,4.49171270718232,5.07,4.58,4.26,4,3.77,3.56,3.34,3.11,2.81,4.44,4.23,4.08,3.96,3.85,3.75,3.64,3.51,3.34,"Jesus Luzardo","19959",666200
"Yoshinobu Yamamoto","LAD",11.072,7.0809,15.2791,3.44809,25.92,25.92,0,0,,154.428,639.72,138.941,64.919,59.1648,16.7469,47.2075,0.4075,5.206,162.502,9.47054,2.75123,3.4423,0.976,0.254021,0.073794,0.18022698163986206,0.236573,1.2054,0.299454,0.745098,0.492277,,3.45856,3.42966,3.30333,999,,,,,,,739.1000000000003,4.799350649350651,719,4.6688311688311686,5.03,4.51,4.17,3.9,3.66,3.44,3.22,2.98,2.67,4.32,4.12,3.98,3.86,3.76,3.65,3.55,3.43,3.27,"Yoshinobu Yamamoto","33825",808967
"Nathan Eovaldi","TEX",11.0824,9.4558,16.6973,3.64268,29.16,29.16,0,0,,174.547,724.26,164.443,76.9699,70.6464,20.4801,44.5333,0.6917,7.0854,171.312,8.83322,2.29623,3.84683,1.056,0.236534,0.061488,0.17504610493779182,0.244473,1.19725,0.299392,0.732131,0.460343,,3.58472,3.35883,3.04799,999,,,,,,,808.6,4.620571428571429,801,4.577142857142857,5.14,4.64,4.31,4.05,3.81,3.59,3.37,3.13,2.83,4.49,4.28,4.13,4.01,3.89,3.79,3.67,3.55,3.38,"Nathan Eovaldi","9132",543135
"Joe Ryan","MIN",10.7337,9.7174,15.8776,3.80973,29.16,29.16,0,0,,172.8,713.46,154.809,78.0621,73.1469,24.864,41.9122,0.3439,8.1834,189.142,9.85114,2.18293,4.51281,1.295,0.265105,0.058745,0.2063601389527321,0.233369,1.13843,0.289179,0.732863,0.336616,,3.68627,3.32351,2.96153,999,,,,,,,797.7,4.6109826589595375,768,4.4393063583815024,5.34,4.83,4.49,4.22,3.99,3.76,3.54,3.29,2.98,4.66,4.45,4.3,4.18,4.07,3.96,3.85,3.72,3.55,"Joe Ryan","21390",657746
"Bryan Woo","SEA",12.1889,10.5599,19.0493,3.60042,32,32,0,0,,195.095,801.211,176.296,84.3642,78.047,26.2511,44.0105,0.6634,7.5362,195.457,9.01671,2.03027,4.44114,1.211,0.243952,0.05493,0.1890220008790493,0.235166,1.12923,0.284199,0.740608,0.394658,,3.67329,3.26856,2.93394,999,,,,,,,899.6,4.613333333333333,871,4.466666666666667,5.05,4.57,4.26,4.01,3.78,3.57,3.36,3.13,2.84,4.46,4.24,4.09,3.97,3.86,3.75,3.64,3.51,3.34,"Bryan Woo","30279",693433
"Ranger Suárez","BOS",10.7097,9.6653,15.8429,3.75478,29.16,29.16,0,0,,171.504,723.339,170.346,78.3343,71.551,18.4462,49.1979,0.8123,5.6688,152.905,8.02401,2.58176,3.10796,0.968,0.211388,0.068015,0.1433730274438858,0.254829,1.28011,0.30556,0.72894,0.490285,,3.70999,3.21803,3.18766,999,,,,,,,750.3999999999999,4.362790697674418,767,4.459302325581396,5.33,4.82,4.48,4.22,3.98,3.76,3.53,3.29,2.97,4.64,4.43,4.29,4.17,4.06,3.96,3.85,3.72,3.55,"Ranger Suarez","17277",624133
"Logan Gilbert","SEA",11.0472,9.0119,16.1519,3.40407,29.16,29.16,0,0,,166.486,678.151,144.417,68.1937,62.9701,21.0328,38.6804,0.9284,5.8925,181.635,9.81894,2.09101,4.6958,1.137,0.267839,0.057038,0.2108011282980442,0.227939,1.09978,0.286334,0.74782,0.398645,,3.39866,3.15026,2.90108,999,,,,,,,824.7000000000002,4.968072289156628,786,4.734939759036145,4.87,4.38,4.05,3.8,3.57,3.36,3.14,2.91,2.62,4.2,4,3.87,3.76,3.65,3.56,3.45,3.34,3.18,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.5038,9.8256,17.0724,3.51654,30.78,30.78,0,0,,178.218,732.504,165.692,75.7392,69.6346,22.2179,33.7208,0.4769,7.2481,173.653,8.76947,1.7029,5.14974,1.122,0.237068,0.046035,0.19103309139609337,0.2396,1.11892,0.289458,0.734806,0.422985,,3.49667,3.13575,2.75011,999,,,,,,,839.9999999999999,4.719101123595505,829,4.657303370786517,5,4.51,4.19,3.93,3.71,3.5,3.28,3.05,2.75,4.35,4.15,4.01,3.89,3.79,3.69,3.58,3.46,3.3,"George Kirby","25436",669923
"Pablo López","MIN",10.6428,9.7818,15.8255,3.79948,29.16,29.16,0,0,,172.279,718.127,163.564,78.6014,72.73,21.4774,44.5196,0.7548,7.4987,171.747,8.9722,2.32574,3.85777,1.122,0.239159,0.061994,0.17716503143310547,0.245551,1.20783,0.300467,0.727365,0.421869,,3.66781,3.11743,2.78945,999,,,,,,,776.1,4.512209302325582,775,4.505813953488372,5.39,4.87,4.53,4.26,4.02,3.8,3.57,3.32,3.01,4.71,4.5,4.34,4.22,4.11,4,3.88,3.75,3.58,"Pablo Lopez","17085",641154
"Kyle Bradish","BAL",10.5242,8.4603,14.4373,3.71355,27.54,27.54,0,0,,157.977,662.932,145.959,70.8701,65.1838,18.9221,49.3427,0.4011,7.0715,166.192,9.46802,2.81108,3.36811,1.078,0.250692,0.074431,0.17626091092824936,0.240651,1.23627,0.301462,0.737107,0.452951,,3.65956,3.10578,2.5456,999,,,,,,,719.9,4.5563291139240505,707,4.474683544303797,5.35,4.8,4.44,4.16,3.91,3.67,3.43,3.18,2.85,4.69,4.44,4.26,4.12,3.99,3.87,3.74,3.6,3.4,"Kyle Bradish","24586",680694
"Michael King","SDP",11.0182,10.1887,15.7375,3.79293,30.78,30.78,0,0,,175.764,741.932,158.129,80.0783,74.0733,23.0446,60.7064,0.9526,7.291,182.468,9.34328,3.10848,3.00574,1.18,0.245936,0.0818221,0.16411396861076355,0.234636,1.24506,0.288383,0.743715,0.402883,,3.9239,3.05837,2.79893,999,,,,,,,768.7,4.367613636363637,741,4.2102272727272725,5.37,4.85,4.51,4.24,4,3.77,3.54,3.29,2.97,4.73,4.49,4.33,4.2,4.08,3.96,3.83,3.7,3.51,"Michael King","19853",650633
"Zack Wheeler","PHI",8.7362,6.0451,13.0338,3.20343,21.06,21.06,0,0,,125.797,510.955,105.27,48.7426,44.7758,14.3968,31.8049,0.3991,5.5801,144.536,10.3407,2.27544,4.54447,1.03,0.282875,0.062246,0.2206290401518345,0.22229,1.08965,0.288818,0.755497,0.415291,,3.21654,3.03558,3.27596,999,,,,,,,663.2,5.2634920634920634,624,4.9523809523809526,4.8,4.24,3.89,3.6,3.36,3.13,2.9,2.66,2.35,4,3.81,3.68,3.57,3.47,3.37,3.27,3.16,3.01,"Zack Wheeler","10310",554430
"Brandon Woodruff","MIL",10.0171,9.3331,14.992,3.83719,27.54,27.54,0,0,,163.691,678.37,146.974,74.7979,69.7903,23.7352,44.3892,0.3779,6.5062,172.253,9.47078,2.4406,3.88052,1.305,0.253922,0.0654351,0.1884869635105133,0.234231,1.16905,0.285614,0.737129,0.364232,,3.84829,3.03407,2.7611,999,,,,,,,727.2,4.434146341463415,699,4.262195121951219,5.44,4.89,4.53,4.25,3.99,3.76,3.52,3.26,2.93,4.8,4.54,4.36,4.21,4.08,3.95,3.82,3.67,3.47,"Brandon Woodruff","16162",605540
"José Soriano","LAA",10.679,10.6345,16.3864,3.67368,30.78,30.78,0,0,,177.273,759.523,169.436,80.1314,72.3603,14.8121,75.4427,0.695,8.6335,164.557,8.35442,3.83017,2.18121,0.752,0.216658,0.0993291,0.11732889711856842,0.25085,1.38137,0.311693,0.735014,0.572849,,3.78765,3.02617,3.12309,999,,,,,,,763.9,4.315819209039548,768,4.338983050847458,5.32,4.81,4.47,4.2,3.96,3.74,3.51,3.27,2.95,4.68,4.45,4.29,4.16,4.04,3.93,3.81,3.67,3.49,"Jose Soriano","22100",667755
"Blake Snell","LAD",10.8101,7.1596,14.4892,3.53764,25.92,25.92,0,0,,151.14,635.843,123.295,64.6099,59.4087,17.549,66.2593,0.6021,4.1501,185.171,11.0265,3.94557,2.79465,1.045,0.291222,0.104207,0.18701502680778503,0.218054,1.25416,0.291541,0.757304,0.428643,,3.59182,3.01035,3.09623,999,,,,,,,736.2,4.875496688741722,681,4.509933774834437,5.13,4.6,4.25,3.97,3.72,3.49,3.26,3.02,2.7,4.43,4.21,4.06,3.93,3.82,3.71,3.59,3.46,3.29,"Blake Snell","13543",605483
"Aaron Nola","PHI",11.0883,10.4082,15.8853,3.98515,30.78,30.78,0,0,,180.677,758.193,174.704,86.3744,80.0029,26.3387,46.7304,0.599,5.8646,174.906,8.71251,2.32776,3.74287,1.312,0.230688,0.0616339,0.16905391588807106,0.247598,1.22558,0.29417,0.731795,0.422873,,3.96743,2.98883,3.01897,999,,,,,,,755.6000000000001,4.174585635359117,758,4.1878453038674035,5.56,5.05,4.72,4.45,4.21,3.99,3.76,3.51,3.19,4.89,4.67,4.52,4.4,4.29,4.18,4.07,3.94,3.77,"Aaron Nola","16149",605400
"Spencer Schwellenbach","ATL",11.0567,8.4201,16.0361,3.65245,27.54,27.54,0,0,,166.671,689.008,159.197,73.5764,67.6397,20.2042,38.262,0.9088,6.3106,162.853,8.79381,2.06609,4.25625,1.091,0.236358,0.055532,0.1808260641992092,0.247034,1.18473,0.301256,0.732284,0.452962,,3.55913,2.96954,3.18476,999,,,,,,,770.4,4.613173652694611,769,4.604790419161676,5.25,4.72,4.38,4.1,3.86,3.63,3.4,3.15,2.83,4.61,4.37,4.2,4.07,3.94,3.82,3.69,3.55,3.37,"Spencer Schwellenbach","31846",680885
"Kevin Gausman","TOR",11.2896,10.4787,16.519,4.02489,30.78,30.78,0,0,,185.401,784.269,177.339,89.1599,82.9133,25.3794,54.5781,0.7176,4.4829,181.202,8.79617,2.6494,3.32006,1.232,0.231046,0.069591,0.16145506501197815,0.244535,1.25089,0.293004,0.726921,0.380152,,3.91566,2.88831,2.3119,999,,,,,,,786.3,4.25027027027027,785,4.243243243243243,5.58,5.09,4.76,4.49,4.26,4.04,3.82,3.57,3.25,4.9,4.7,4.56,4.44,4.34,4.23,4.13,4,3.84,"Kevin Gausman","14107",592332
"Shane McClanahan","TBR",9.0077,7.923,13.5656,3.57363,24.3,24.3,0,0,,142.175,587.984,128.86,61.4431,56.4533,17.8508,41.6005,0.4692,4.1065,153.559,9.72063,2.63341,3.69127,1.13,0.261161,0.0707511,0.19041010737419128,0.237627,1.19895,0.299322,0.749418,0.455182,,3.57167,2.88445,2.72943,999,,,,,,,664,4.676056338028169,646,4.549295774647887,5.26,4.68,4.31,4.01,3.75,3.51,3.27,3.01,2.68,4.56,4.31,4.13,3.98,3.85,3.73,3.59,3.45,3.25,"Shane McClanahan","21483",663556
"Tyler Glasnow","LAD",9.8899,6.7812,12.8923,3.60499,24.3,24.3,0,0,,138.55,574.42,117.407,60.2453,55.4968,16.3489,50.9556,0.3194,3.948,161.41,10.4849,3.31,3.16765,1.062,0.280996,0.0887079,0.19228804856538773,0.225992,1.21517,0.295699,0.743206,0.446988,,3.52797,2.87103,2.82733,999,,,,,,,684.6000000000001,4.9251798561151094,644,4.633093525179856,5.27,4.7,4.33,4.04,3.78,3.55,3.31,3.05,2.72,4.52,4.29,4.13,4,3.89,3.77,3.65,3.52,3.34,"Tyler Glasnow","14374",607192
"Drew Rasmussen","TBR",10.424,10.5282,14.5013,3.92938,30.78,30.78,0,0,,171.003,718.502,170.086,81.1288,74.6597,21.5274,44.7691,0.6071,6.0706,156.368,8.22975,2.35622,3.49277,1.133,0.217631,0.0623089,0.15532204136252403,0.254749,1.25644,0.303326,0.723954,0.46672,,3.83477,2.8372,2.47909,999,,,,,,,711.8000000000002,4.162573099415206,728,4.257309941520468,5.57,5.04,4.68,4.4,4.15,3.92,3.68,3.42,3.09,4.92,4.67,4.5,4.36,4.23,4.11,3.98,3.83,3.64,"Drew Rasmussen","25385",656876
"Nick Pivetta","SDP",11.0426,10.6379,16.4554,3.96314,30.78,30.78,0,0,,183.723,767.431,164.057,86.3123,80.9022,28.4567,56.6901,0.9102,5.4081,202.152,9.90278,2.77707,3.56592,1.394,0.263414,0.07387,0.18954405933618546,0.232596,1.20152,0.285641,0.743113,0.338031,,3.96207,2.74645,2.66744,999,,,,,,,808.8000000000003,4.395652173913045,774,4.206521739130435,5.45,4.95,4.62,4.36,4.13,3.91,3.68,3.44,3.12,4.79,4.58,4.43,4.31,4.2,4.1,3.98,3.86,3.69,"Nick Pivetta","15454",601713
"Freddy Peralta","NYM",10.9758,9.1945,15.1896,3.79561,29.16,29.16,0,0,,168.291,710.389,144.372,76.4223,70.9742,22.4575,62.3174,0.4795,7.5898,184.973,9.8921,3.33266,2.96823,1.201,0.260382,0.0877229,0.17265906929969788,0.225411,1.22816,0.281523,0.743326,0.37225,,3.91785,2.73599,2.67494,999,,,,,,,758.1999999999999,4.513095238095238,714,4.25,5.35,4.84,4.5,4.23,4,3.77,3.55,3.3,2.98,4.65,4.45,4.31,4.19,4.08,3.97,3.87,3.74,3.58,"Freddy Peralta","18679",642547
"MacKenzie Gore","TEX",10.3481,9.434,13.9637,3.82164,29.16,29.16,0,0,,161.264,681.59,141.579,73.771,68.4771,20.9285,61.1645,0.3476,6.3279,182.043,10.1597,3.41353,2.97629,1.168,0.267086,0.089738,0.1773480921983719,0.230549,1.25722,0.293464,0.7436,0.389817,,3.82011,2.69685,2.46126,999,,,,,,,726.9000000000001,4.514906832298137,695,4.316770186335404,5.33,4.81,4.46,4.19,3.95,3.72,3.49,3.24,2.92,4.63,4.41,4.27,4.15,4.03,3.93,3.82,3.69,3.52,"MacKenzie Gore","22201",669022
"Spencer Strider","ATL",10.593,8.5591,14.5618,3.82645,27.54,27.54,0,0,,160.846,674.123,139.459,73.3555,68.3854,21.178,57.7286,0.6957,7.116,187.481,10.4904,3.23016,3.24763,1.185,0.278111,0.0856351,0.19247598201036453,0.228892,1.22594,0.295246,0.739127,0.372441,,3.72506,2.66617,2.89192,999,,,,,,,750.7000000000002,4.662732919254659,711,4.416149068322981,5.41,4.88,4.52,4.24,3.99,3.76,3.52,3.27,2.95,4.73,4.49,4.33,4.2,4.08,3.96,3.84,3.7,3.52,"Spencer Strider","27498",675911
"Chase Burns","CIN",8.323,7.7676,10.7786,3.71315,30.68,22.68,0,0.6465,,131.954,547.71,115.779,58.7282,54.4405,18.0777,41.4416,0.6265,4.1813,149.788,10.2164,2.82655,3.61442,1.233,0.27348,0.0756634,0.1978161856532097,0.230595,1.19148,0.292325,0.746653,0.408855,,3.68308,2.64121,2.62266,999,,,,,,,622.8000000000002,4.71818181818182,595,4.507575757575758,5.66942,4.93424,4.47998,4.12452,3.82754,3.54723,3.27996,2.98632,2.63693,4.79786,4.50907,4.30089,4.1415,3.9921,3.84332,3.69453,3.53514,3.31695,"Chase Burns","35333",695505
"Jack Flaherty","DET",10.0234,10.0385,14.4281,3.90112,29.16,29.16,0,0,,165.689,707.769,151.442,77.5344,71.819,21.7236,58.2069,0.8868,6.9467,179.208,9.73438,3.16173,3.07882,1.18,0.253202,0.08224,0.1709618717432022,0.235665,1.26532,0.293691,0.737099,0.39792,,3.85607,2.62877,2.36871,999,,,,,,,728.2000000000002,4.386746987951808,707,4.259036144578313,5.5,4.98,4.64,4.36,4.12,3.89,3.66,3.4,3.08,4.8,4.58,4.44,4.31,4.2,4.09,3.98,3.85,3.68,"Jack Flaherty","17479",656427
"Eury Pérez","MIA",9.0977,9.7218,12.9085,4.00671,27.54,27.54,0,0,,154.035,647.752,134.857,73.1192,68.575,22.0271,53.7077,0.4703,5.3025,171.255,10.0061,3.13804,3.18865,1.287,0.264384,0.082914,0.18146993219852448,0.229059,1.22416,0.285313,0.731933,0.32352,,3.91984,2.59777,2.48566,999,,,,,,,683,4.435064935064935,649,4.214285714285714,5.65,5.07,4.7,4.4,4.13,3.89,3.64,3.37,3.03,4.97,4.7,4.52,4.36,4.22,4.09,3.95,3.8,3.59,"Eury Perez","27768",691587
"Yusei Kikuchi","LAA",10.0718,11.2987,15.0117,4.10149,30.78,30.78,0,0,,177.726,748.32,166.028,87.018,80.9935,26.0665,62.912,0.6787,5.4597,181.619,9.19717,3.18585,2.88688,1.32,0.242703,0.084071,0.15863187611103058,0.244177,1.28816,0.296364,0.73746,0.408163,,4.1521,2.57339,2.44844,999,,,,,,,725.8000000000001,4.0775280898876405,712,4,5.69,5.18,4.84,4.56,4.32,4.1,3.87,3.61,3.29,5,4.78,4.64,4.51,4.4,4.29,4.18,4.05,3.88,"Yusei Kikuchi","20633",579328
"Shohei Ohtani","LAD",8.8543,5.9844,10.3854,3.45719,22.68,22.68,0,0,,116.914,479.745,98.1561,48.6102,44.9104,14.7441,36.3023,0.463,4.5365,136.287,10.4913,2.79454,3.75422,1.135,0.284082,0.07567,0.20841197669506073,0.223638,1.15006,0.28975,0.754268,0.411735,,3.49109,2.56091,2.54023,999,,,,,,,575.5000000000002,4.918803418803421,539,4.6068376068376065,5.18,4.57,4.17,3.86,3.59,3.34,3.09,2.82,2.48,4.39,4.14,3.97,3.83,3.71,3.58,3.46,3.32,3.13,"Shohei Ohtani","19755",660271
"Merrill Kelly","ARI",11.0434,10.7204,16.1517,4.11996,30.78,30.78,0,0,,185.122,790.446,185.915,91.5611,84.7441,23.5928,56.6346,1.1896,5.0652,169.309,8.23119,2.75338,2.98949,1.147,0.214194,0.0716489,0.14254497736692429,0.255117,1.31021,0.302928,0.720642,0.422988,,3.96264,2.53681,2.50904,999,,,,,,,742.1999999999999,4.011891891891891,765,4.135135135135135,5.73,5.23,4.89,4.62,4.38,4.15,3.92,3.67,3.34,5.07,4.85,4.7,4.57,4.45,4.34,4.22,4.09,3.91,"Merrill Kelly","11156",518876
"Sandy Alcantara","MIA",10.0787,11.8196,16.2369,4.16485,30.78,30.78,0,0,,186.581,795.656,189.801,93.6882,86.3426,22.2032,56.042,0.8744,7.7051,158.199,7.63096,2.70326,2.82287,1.071,0.198829,0.070435,0.12839393317699432,0.259323,1.31762,0.30389,0.708492,0.469799,,4.01134,2.50102,2.47031,999,,,,,,,743.1999999999998,3.974331550802138,773,4.133689839572193,5.77,5.26,4.92,4.65,4.4,4.18,3.94,3.69,3.36,5.12,4.89,4.73,4.6,4.48,4.36,4.24,4.1,3.92,"Sandy Alcantara","18684",645261
"Emmet Sheehan","LAD",10.2696,8.1033,10.945,3.93365,44.3,24.3,0,0.781,,153.594,645.248,134.087,71.8092,67.1314,22.9025,53.6759,0.8609,6.4751,173.084,10.1421,3.14521,3.22461,1.342,0.268244,0.0831865,0.18505768477916718,0.22917,1.22247,0.28574,0.744728,0.35732,,3.99466,2.4283,2.30997,999,,,,,,,678.3000000000003,4.404545454545456,641,4.162337662337662,5.85683,5.13094,4.66364,4.31458,4.00723,3.7277,3.44338,3.15036,2.78384,4.92802,4.65062,4.46322,4.30583,4.16713,4.02974,3.89104,3.73364,3.52625,"Emmet Sheehan","29839",686218
