Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Rafael Flores Jr.","PIT",131,538,492,126,84,27,1,14,54,54,40,0,156,4,2,0,12,3,0,0.256098,0.0743494,0.289963,0.25641,0.315985,0.400407,0.313347,0.716392,0.144309,3.14208,0.345679,,-0.245014,63.6963,0.127433,98.3543,-0.245014,-11.8,-1.294387236237526,-1.9161081314086914,1.50286,999,,,,,,,566.9,4.327480916,566.9,4.327480916,,,,,,,,,,,,,,,,,,,"Rafael Flores Jr.","31991",804668
"Tyler Stephenson","CIN",115,431,380,89,55,19,1,14,50,55,43,1,121,5,3,0,9,0,1,0.234211,0.099768,0.280742,0.355372,0.317865,0.4,0.314142,0.717865,0.165789,2.39255,0.302419,,-1.08289,51.3061,0.380173,95.9021,-1.08289,-4.4,-3.1762001514434814,3.518136501312256,1.50209,999,,,,,,,452,3.930434782,452,3.930434782,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Creed Willems","BAL",109,439,398,86,53,18,1,14,36,55,28,2,105,8,3,2,7,1,1,0.21608,0.0637813,0.23918,0.266667,0.279176,0.371859,0.283143,0.651035,0.155779,2.05435,0.255319,,-0.783863,41.2097,-10.6616,81.0346,-0.783863,2.1,-10.596825540065765,10.16510820388794,1.50174,999,,,,,,,380.2,3.488073394,380.2,3.488073394,,,,,,,,,,,,,,,,,,,"Creed Willems","sa3017562",695735
"Max Muncy","ATH",105,416,377,93,60,21,1,11,45,57,26,1,120,8,3,2,5,3,3,0.246684,0.0625,0.288462,0.216667,0.306763,0.395225,0.305801,0.701989,0.148541,3.37623,0.329317,,-1.24251,46.7036,-2.44999,92.3794,-1.24251,3.7,-4.978907108306885,5.228512644767761,1.49045,999,,,,,,,413.1,3.934285714,413.1,3.934285714,,,,,,,,,,,,,,,,,,,"Max Muncy","29779",691777
"Thomas Saggese","STL",134,546,502,125,88,24,2,11,63,58,32,0,141,7,4,1,13,6,3,0.249004,0.0586081,0.258242,0.22695,0.300917,0.370518,0.294425,0.671435,0.121514,4.16905,0.322034,,-0.866965,56.2554,-8.25869,89.4238,-0.866965,2.1,-7.711085081100464,4.106172800064087,1.48974,999,,,,,,,502.4,3.749253731,502.4,3.749253731,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Cedric Mullins","TBR",126,478,425,95,60,19,1,15,59,56,43,0,105,4,4,2,3,20,4,0.223529,0.0899582,0.219665,0.409524,0.298319,0.378824,0.297268,0.677143,0.155294,5.61982,0.2589,,1.65555,50.3525,-6.12689,88.4383,1.65555,1.2,-4.858090162277222,2.956319808959961,1.48867,999,,,,,,,476.6,3.782539682,476.6,3.782539682,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"Ramón Urías",,108,369,333,81,54,15,1,11,39,40,28,0,89,4,4,0,5,2,0,0.243243,0.0758808,0.241192,0.314607,0.306233,0.393393,0.305353,0.699626,0.15015,3.51765,0.295359,,-0.167744,41.2928,-2.30739,95.4656,-0.167744,2.6,-2.13978274166584,3.9558199644088745,1.48521,999,,,,,,,373,3.453703703,373,3.453703703,,,,,,,,,,,,,,,,,,,"Ramon Urias","18795",602104
"Drew Cavanaugh","SFG",86,370,323,70,50,12,1,7,42,41,35,0,119,9,3,0,1,3,1,0.216718,0.0945946,0.321622,0.294118,0.308108,0.325077,0.285655,0.633186,0.108359,4.04773,0.315,,-0.430075,35.4873,-8.23109,83.6614,-0.430075,3,-7.594971686601639,9.79747200012207,1.48481,999,,,,,,,310.2,3.606976744,310.2,3.606976744,,,,,,,,,,,,,,,,,,,"Drew Cavanaugh","sa3022682",701852
"Daz Cameron","MIL",100,378,339,79,47,17,2,13,49,51,30,0,104,5,4,0,4,12,4,0.233038,0.0793651,0.275132,0.288462,0.301587,0.41003,0.308907,0.711617,0.176991,5.9995,0.292035,,0.220593,43.3906,-1.27301,97.9511,0.220593,6.8,-0.6973426342010498,2.633333683013916,1.48477,999,,,,,,,402.9,4.029,402.9,4.029,,,,,,,,,,,,,,,,,,,"Daz Cameron","18353",663662
"Duce Gourson","PIT",93,385,341,82,54,20,2,6,42,42,28,0,102,10,2,4,3,15,2,0.240469,0.0727273,0.264935,0.27451,0.314961,0.363636,0.300961,0.678597,0.123167,6.35218,0.323404,,1.57361,41.7103,-3.78041,89.8696,1.57361,3.3,-3.0489405393600464,4.7146090269088745,1.48094,999,,,,,,,380.9,4.095698924,380.9,4.095698924,,,,,,,,,,,,,,,,,,,"Duce Gourson","sa3025248",701546
"Nolan Jones","CLE",125,447,393,96,65,18,2,11,50,47,47,2,130,4,2,1,6,9,3,0.244275,0.105145,0.290828,0.361538,0.329596,0.384224,0.314138,0.71382,0.139949,4.65376,0.334646,,-0.181143,53.2097,0.393178,102.127,-0.181143,3,0.9392337650060654,-1.927248477935791,1.47299,999,,,,,,,473.3,3.7864,473.3,3.7864,,,,,,,,,,,,,,,,,,,"Nolan Jones","20529",666134
"C.J. Kayfus","CLE",125,504,445,111,68,24,6,13,61,64,46,0,140,8,4,1,6,6,2,0.249438,0.0912698,0.277778,0.328571,0.328032,0.417978,0.325307,0.746009,0.168539,5.72359,0.331081,,-0.424439,64.565,5.01347,109.82,-0.424439,0.9,5.408964216709137,-8.359259247779846,1.47295,999,,,,,,,570.4,4.5632,570.4,4.5632,,,,,,,,,,,,,,,,,,,"C.J. Kayfus","33704",692216
"Andrés Chaparro","WSN",117,466,420,102,63,22,1,16,50,59,38,1,110,5,3,0,10,2,0,0.242857,0.0815451,0.236051,0.345455,0.311159,0.414286,0.315082,0.725444,0.171429,3.00253,0.289562,,-0.293176,55.8284,0.766872,101.447,-0.293176,6.9,0.5057529211044312,-1.661139965057373,1.46804,999,,,,,,,503.9,4.306837606,503.9,4.306837606,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
"Carlos Pérez","HOU",101,403,362,79,46,17,1,15,46,53,32,0,87,5,4,0,8,0,0,0.218232,0.0794045,0.215881,0.367816,0.287841,0.395028,0.297166,0.682869,0.176796,2.03609,0.242424,,-0.547939,42.4186,-5.19894,89.8255,-0.547939,-1.6,-5.3806368708610535,5.803733229637146,1.46242,999,,,,,,,387.4,3.835643564,387.4,3.835643564,,,,,,,,,,,,,,,,,,,"Carlos Perez","10642",542208
"Mike Trout","LAA",110,464,388,91,54,15,1,21,62,60,67,7,142,6,3,0,5,2,0,0.234536,0.144397,0.306034,0.471831,0.353448,0.440722,0.342717,0.79417,0.206186,3.36827,0.307018,,-0.392201,65.9996,11.1745,119.451,-0.392201,0,10.245009899139404,-11.93415641784668,1.46112,999,,,,,,,591,5.372727272,591,5.372727272,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Jose Siri",,107,358,327,66,37,14,1,14,50,47,23,0,131,4,3,1,4,12,3,0.201835,0.0642458,0.365922,0.175573,0.260504,0.379205,0.277527,0.639709,0.17737,6.50623,0.281081,,0.748941,31.9739,-10.3265,79.0014,0.748941,9.2,-8.160852909088135,10.515402555465698,1.45952,999,,,,,,,315.9,2.952336448,315.9,2.952336448,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"Carson Benge","NYM",116,522,464,114,74,22,5,13,72,65,48,2,110,8,2,0,7,11,3,0.24569,0.091954,0.210728,0.436364,0.325671,0.398707,0.316992,0.724377,0.153017,6.19692,0.294461,,0.126434,63.3466,1.6683,106.036,0.126434,-8.9,3.860505238175392,-6.982010245323181,1.4575,999,,,,,,,569.4,4.908620689,569.4,4.908620689,,,,,,,,,,,,,,,,,,,"Carson Benge","sa3025452",701807
"Luis Torrens","NYM",88,271,249,62,43,12,1,6,24,30,17,0,60,2,2,1,8,1,1,0.248996,0.0627306,0.221402,0.283333,0.3,0.37751,0.296204,0.67751,0.128514,2.59939,0.302703,,-0.618821,28.3131,-3.7076,91.7957,-0.618821,3.5,-3.253957748413086,8.478689193725586,1.45703,999,,,,,,,251.2,2.854545454,251.2,2.854545454,,,,,,,,,,,,,,,,,,,"Luis Torrens","15905",620443
"Jonatan Clase","TOR",124,514,461,103,65,22,4,12,64,58,43,0,148,4,3,3,5,28,7,0.223427,0.0836576,0.287938,0.290541,0.293542,0.366594,0.290232,0.660136,0.143167,7.31185,0.299342,,1.99399,51.2084,-9.52462,85.0773,1.99399,1.7,-7.046334743499756,3.5885950326919556,1.45625,999,,,,,,,489.8,3.95,489.8,3.95,,,,,,,,,,,,,,,,,,,"Jonatan Clase","26599",682729
"Joshua Baez","STL",116,468,418,98,62,22,2,12,55,57,36,0,137,9,4,1,7,24,5,0.23445,0.0769231,0.292735,0.262774,0.30621,0.382775,0.302491,0.688985,0.148325,6.34249,0.315018,,2.04603,51.2837,-4.01409,94.9491,2.04603,4.5,-0.755563497543335,-0.6587300300598145,1.44835,999,,,,,,,485.4,4.184482758,485.4,4.184482758,,,,,,,,,,,,,,,,,,,"Joshua Baez","sa3017022",695491
"Jake McCarthy","COL",126,473,426,119,86,20,6,7,63,47,32,0,78,9,2,4,4,20,4,0.279343,0.0676533,0.164905,0.410256,0.341151,0.403756,0.326913,0.744907,0.124413,7.20455,0.326531,,1.52352,61.2103,5.32175,95.8779,1.52352,4.4,-0.7873218059539795,-0.8138446807861328,1.44625,999,,,,,,,548.2,4.35079365,548.2,4.35079365,,,,,,,,,,,,,,,,,,,"Jake McCarthy","21622",664983
"Dayson Croes","SFG",95,383,346,92,65,21,3,3,40,40,24,0,66,7,2,4,2,1,2,0.265896,0.0626632,0.172324,0.363636,0.324538,0.369942,0.306501,0.69448,0.104046,3.57716,0.318996,,-1.2528,43.2164,-2.03802,97.9416,-1.2528,2.1,-2.1871542930603027,3.507260322570801,1.43878,999,,,,,,,364.7,3.838947368,364.7,3.838947368,,,,,,,,,,,,,,,,,,,"Dayson Croes","sa3067396",806401
"Kameron Misner","KCR",114,451,396,83,50,19,3,11,54,46,49,0,144,3,2,1,5,16,3,0.209596,0.108647,0.31929,0.340278,0.3,0.356061,0.291381,0.656061,0.146465,6.42277,0.296296,,1.29808,45.3527,-7.93638,82.2486,1.29808,5,-8.137807130813599,6.657113432884216,1.43667,999,,,,,,,422.4,3.705263157,422.4,3.705263157,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Kole Myers","LAD",104,439,380,91,73,10,4,4,60,44,50,2,112,9,0,0,6,19,8,0.239474,0.113895,0.255125,0.446429,0.341686,0.318421,0.300033,0.660107,0.0789474,6.65221,0.329545,,-0.334356,47.2299,-4.64131,91.6268,-0.334356,8.9,-4.690997451543808,4.060934543609619,1.42988,999,,,,,,,409.7,3.939423076,409.7,3.939423076,,,,,,,,,,,,,,,,,,,"Kole Myers","sa3038641",801887
"Jared Oliva","SFG",96,358,325,78,54,13,3,8,51,42,23,0,81,7,1,2,6,25,4,0.24,0.0642458,0.226257,0.283951,0.303371,0.372308,0.297578,0.675678,0.132308,7.99403,0.295359,,2.80739,37.8018,-4.49867,91.8288,2.80739,6.6,-0.6596615314483643,2.653791904449463,1.42264,999,,,,,,,368.1,3.834375,368.1,3.834375,,,,,,,,,,,,,,,,,,,"Jared Oliva","19968",666931
"Jonathon Long","CHC",134,566,495,122,89,18,1,14,68,67,59,0,130,8,4,0,12,1,0,0.246465,0.10424,0.229682,0.453846,0.333922,0.371717,0.314051,0.705639,0.125253,2.70816,0.304225,,-0.829861,67.3351,0.457809,102.513,-0.829861,4.6,0.8557057976722717,-5.798295497894287,1.42095,999,,,,,,,580.6,4.33283582,580.6,4.33283582,,,,,,,,,,,,,,,,,,,"Jonathon Long","sa3022864",675085
"Vinny Capra","BOS",95,344,308,75,53,16,1,5,39,35,28,0,68,4,2,2,8,6,1,0.243506,0.0813954,0.197674,0.411765,0.312865,0.350649,0.294797,0.663515,0.107143,4.84811,0.295359,,0.22934,35.5468,-5.09944,83.4222,0.22934,7.2,-6.492020308971405,8.463962197303772,1.41313,999,,,,,,,315.7,3.323157894,315.7,3.323157894,,,,,,,,,,,,,,,,,,,"Vinny Capra","25040",681962
"Dominic Fletcher","PIT",110,452,415,102,68,22,4,8,48,47,26,0,95,6,3,2,5,4,3,0.245783,0.0575221,0.210177,0.273684,0.297778,0.375904,0.294434,0.673681,0.13012,4.48318,0.298413,,-1.08872,46.5736,-6.83367,85.3982,-1.08872,6,-8.91108512878418,7.66078782081604,1.41067,999,,,,,,,413.2,3.756363636,413.2,3.756363636,,,,,,,,,,,,,,,,,,,"Dominic Fletcher","26149",666150
"Henry Bolte","ATH",125,531,474,115,77,23,5,10,63,69,44,0,191,11,2,0,8,27,5,0.242616,0.0828625,0.359699,0.230366,0.320151,0.375527,0.307733,0.695678,0.132911,7.31685,0.381818,,2.48099,60.4474,-2.29434,93.7103,2.48099,2.8,-1.4553685188293457,-3.0531747341156006,1.4086,999,,,,,,,561.5,4.492,561.5,4.492,,,,,,,,,,,,,,,,,,,"Henry Bolte","sa3020006",703607
"Brandon Lowe","PIT",122,490,443,108,67,21,1,19,61,60,39,1,127,4,4,0,6,3,1,0.243792,0.0795918,0.259184,0.307087,0.308163,0.424379,0.316712,0.732543,0.180587,3.42402,0.295681,,-0.5291,59.3522,1.45489,100.66,-0.5291,-4.2,-0.1460176408290863,-2.3995882272720337,1.40749,999,,,,,,,538.9,4.417213114,538.9,4.417213114,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Alika Williams",,106,393,357,89,65,15,3,6,45,37,25,0,79,5,2,4,7,3,2,0.2493,0.0636132,0.201018,0.316456,0.305913,0.358543,0.293089,0.664456,0.109244,4.56372,0.30292,,-0.846194,40.0652,-6.37078,84.477,-0.846194,7.3,-8.076607644557953,8.744003772735596,1.40604,999,,,,,,,348.5,3.287735849,348.5,3.287735849,,,,,,,,,,,,,,,,,,,"Alika Williams","27604",675961
"Lourdes Gurriel Jr.","ARI",126,519,478,126,84,24,2,16,55,67,30,1,80,6,5,0,14,7,2,0.263598,0.0578035,0.154143,0.375,0.312139,0.422594,0.317224,0.734733,0.158996,4.05621,0.284238,,-0.204634,63.0807,1.75685,101.91,-0.204634,1.2,0.9701423197984695,-4.520899534225464,1.40337,999,,,,,,,574.7,4.561111111,574.7,4.561111111,,,,,,,,,,,,,,,,,,,"Lourdes Gurriel Jr.","19238",666971
"Chris Suero","NYM",119,487,422,86,58,14,1,13,62,60,47,1,150,15,3,0,9,14,6,0.203791,0.0965092,0.308008,0.313333,0.303901,0.334123,0.286872,0.638025,0.130332,5.18554,0.278626,,-0.442703,47.1902,-10.3526,85.4031,-0.442703,-2.6,-8.867999911308289,6.346943378448486,1.39979,999,,,,,,,423.9,3.562184873,423.9,3.562184873,,,,,,,,,,,,,,,,,,,"Chris Suero","sa3018614",801523
"Raynel Delgado","TBR",119,447,400,102,80,14,2,6,48,43,36,1,101,5,1,5,6,20,6,0.255,0.0805369,0.225951,0.356436,0.323529,0.345,0.297792,0.668529,0.09,5.61605,0.326531,,0.750695,47.2772,-5.5393,88.7994,0.750695,1.8,-5.150270462036133,3.442416191101074,1.39934,999,,,,,,,423.8,3.561344537,423.8,3.561344537,,,,,,,,,,,,,,,,,,,"Raynel Delgado","sa3007288",669384
"Johnathan Rodríguez","CLE",127,503,454,115,77,19,2,17,56,66,44,1,143,3,2,0,12,2,2,0.253304,0.0874752,0.284294,0.307692,0.322068,0.4163,0.321588,0.738367,0.162996,3.02852,0.331081,,-1.23104,62.9182,3.48487,107.259,-1.23104,-1.2,3.0721343755722046,-6.744532823562622,1.39555,999,,,,,,,555.5,4.374015748,555.5,4.374015748,,,,,,,,,,,,,,,,,,,"Johnathan Rodriguez","22530",671286
"Danny Jansen","TEX",93,321,278,57,32,12,0,13,36,39,36,0,78,5,2,0,4,0,0,0.205036,0.11215,0.242991,0.461538,0.305296,0.388489,0.306079,0.693785,0.183453,1.31473,0.232804,,-0.481922,36.1105,-1.81814,96.7955,-0.481922,-1.7,-1.6942897737026215,4.197266340255737,1.38646,999,,,,,,,321.2,3.45376344,321.2,3.45376344,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Liam Hicks","MIA",109,403,343,83,63,14,1,5,38,39,44,0,61,11,4,1,5,2,0,0.241983,0.109181,0.151365,0.721311,0.343284,0.332362,0.306619,0.675645,0.090379,3.04937,0.27758,,-0.378998,45.5116,-2.10596,94.2878,-0.378998,-4.2,-3.1073582470417023,3.203733444213867,1.38166,999,,,,,,,383.9,3.522018348,383.9,3.522018348,,,,,,,,,,,,,,,,,,,"Liam Hicks","29844",689414
"José Caballero","NYY",124,386,332,72,49,15,1,7,49,38,40,0,96,8,3,3,2,40,10,0.216867,0.103627,0.248705,0.416667,0.313316,0.331325,0.290603,0.644641,0.114458,6.97155,0.280172,,3.26446,38.5724,-7.03642,85.8575,3.26446,-0.9,-3.169623613357544,3.354849934577942,1.37822,999,,,,,,,378.2,3.05,378.2,3.05,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"José Fermín","STL",99,349,299,71,47,18,0,6,43,38,37,1,38,8,2,3,6,11,4,0.237458,0.106017,0.108883,0.973684,0.33526,0.35786,0.309867,0.69312,0.120401,4.4927,0.252918,,-0.0388216,40.3336,-0.903485,100.002,-0.0388216,0.6,-0.03812077146722004,1.8823339939117432,1.37667,999,,,,,,,351.9,3.554545454,351.9,3.554545454,,,,,,,,,,,,,,,,,,,"Jose Fermin","21746",665877
"Sam Huff","BAL",89,345,314,69,43,14,1,11,33,38,27,1,119,2,2,0,8,0,0,0.219745,0.0782609,0.344928,0.226891,0.284058,0.375796,0.287469,0.659854,0.156051,1.8855,0.311828,,-0.468719,33.5976,-7.16676,84.015,-0.468719,2.2,-6.968566298484802,8.538183450698853,1.37548,999,,,,,,,309.1,3.473033707,309.1,3.473033707,,,,,,,,,,,,,,,,,,,"Sam Huff","22209",669087
"Willie MacIver","TEX",86,340,303,69,47,14,1,7,32,36,27,0,90,6,3,1,8,7,2,0.227723,0.0794118,0.264706,0.3,0.300885,0.349835,0.288643,0.65072,0.122112,4.48088,0.296651,,0.0528314,33.4349,-6.73877,84.7849,0.0528314,1.5,-6.044307932257652,7.746325492858887,1.37142,999,,,,,,,302.2,3.513953488,302.2,3.513953488,,,,,,,,,,,,,,,,,,,"Willie MacIver","24641",680862
"Riley Unroe","HOU",87,321,280,67,46,13,2,6,39,31,35,0,78,2,1,3,2,10,2,0.239286,0.109034,0.242991,0.448718,0.327044,0.364286,0.30788,0.69133,0.125,5.83338,0.309645,,0.633026,36.5798,-1.34885,97.2059,0.633026,6.3,-0.4240944981575012,2.7616403102874756,1.36954,999,,,,,,,325.1,3.736781609,325.1,3.736781609,,,,,,,,,,,,,,,,,,,"Riley Unroe","sa737614",624523
"Seth Stephenson","DET",114,504,450,113,86,16,5,6,75,62,25,0,101,19,2,8,4,28,6,0.251111,0.0496032,0.200397,0.247525,0.316532,0.348889,0.296522,0.665421,0.0977778,8.05308,0.310145,,2.28468,52.7862,-6.76529,88.556,2.28468,-1.3,-4.513298034667969,0.5518518686294556,1.3695,999,,,,,,,482.5,4.23245614,482.5,4.23245614,,,,,,,,,,,,,,,,,,,"Seth Stephenson","sa3020495",700931
"Drew Millas","WSN",83,308,280,70,50,12,3,5,33,32,24,1,52,1,2,1,6,7,1,0.25,0.0779221,0.168831,0.461538,0.309446,0.367857,0.296439,0.677303,0.117857,5.94872,0.288889,,0.501959,32.2374,-4.15521,88.6753,0.501959,1.1,-3.6320610642433167,6.758436322212219,1.36829,999,,,,,,,296.4,3.571084337,296.4,3.571084337,,,,,,,,,,,,,,,,,,,"Drew Millas","25643",686452
"Grant McCray","SFG",131,550,498,115,76,21,5,13,75,61,43,0,166,4,3,2,5,20,4,0.230924,0.0781818,0.301818,0.259036,0.29562,0.371486,0.292673,0.667106,0.140562,7.14103,0.31677,,1.54992,55.8852,-9.10155,88.469,1.54992,-1.1,-5.966742038726807,0.9208699464797974,1.35592,999,,,,,,,525.4,4.010687022,525.4,4.010687022,,,,,,,,,,,,,,,,,,,"Grant McCray","25690",687529
"Pedro León","PHI",105,458,409,91,53,20,2,16,60,67,33,0,144,11,2,3,7,16,7,0.222494,0.0720524,0.31441,0.229167,0.296703,0.398533,0.304038,0.695236,0.176039,6.24476,0.298805,,-0.306984,50.7633,-3.35289,92.2507,-0.306984,0.8,-4.513489842414856,2.482833683490753,1.35125,999,,,,,,,463.2,4.411428571,463.2,4.411428571,,,,,,,,,,,,,,,,,,,"Pedro Leon","27781",694175
"Nick Madrigal","LAA",100,311,282,73,57,14,1,1,33,25,16,0,30,9,0,4,6,6,1,0.258865,0.0514469,0.096463,0.533333,0.319218,0.326241,0.289936,0.645459,0.0673759,5.05784,0.286853,,0.249145,30.9093,-5.83773,83.0914,0.249145,7.3,-5.948682427406311,8.442710399627686,1.35034,999,,,,,,,266.1,2.661,266.1,2.661,,,,,,,,,,,,,,,,,,,"Nick Madrigal","20521",663611
"Max Kepler",,114,436,389,92,56,18,1,17,57,54,40,1,88,4,3,0,6,3,0,0.236504,0.0917431,0.201835,0.454545,0.311927,0.419023,0.317303,0.73095,0.182519,3.88306,0.261324,,-0.0535658,53.0204,1.50368,101.337,-0.0535658,2.8,0.6375031247735023,-2.0059964656829834,1.34411,999,,,,,,,481.6,4.224561403,481.6,4.224561403,,,,,,,,,,,,,,,,,,,"Max Kepler","12144",596146
"Owen Caissie","MIA",122,521,462,112,70,25,2,15,60,63,52,1,165,4,3,0,3,4,3,0.242424,0.0998081,0.316699,0.315152,0.322457,0.402597,0.317214,0.725054,0.160173,3.64324,0.340351,,-1.25376,63.3195,1.75934,101.546,-1.25376,1.8,-0.2990620732307434,-3.9429452419281006,1.33945,999,,,,,,,557.3,4.568032786,557.3,4.568032786,,,,,,,,,,,,,,,,,,,"Owen Caissie","27496",683357
"Gary Sánchez",,78,275,244,55,31,10,0,14,31,41,22,0,74,7,2,0,6,0,0,0.22541,0.08,0.269091,0.297297,0.305455,0.438525,0.322422,0.743979,0.213115,1.20437,0.259494,,-0.3961,34.5848,2.09145,108.093,-0.3961,-3.7,2.22694593667984,1.352174997329712,1.33458,999,,,,,,,311.6,3.994871794,311.6,3.994871794,,,,,,,,,,,,,,,,,,,"Gary Sanchez","11442",596142
"Justyn-Henry Malloy","TBR",129,505,427,107,72,21,0,14,63,63,66,0,128,8,4,0,13,3,1,0.250585,0.130693,0.253465,0.515625,0.358416,0.398126,0.336166,0.756542,0.147541,2.7019,0.321799,,-0.773362,69.1454,9.4758,115.234,-0.773362,-3.4,8.293842673301697,-12.67763090133667,1.32981,999,,,,,,,589.6,4.570542635,589.6,4.570542635,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Andy Ibáñez","LAD",116,352,321,78,50,18,1,9,38,44,25,0,65,4,2,0,6,5,2,0.242991,0.0710227,0.184659,0.384615,0.303977,0.389408,0.303273,0.693385,0.146417,4.1875,0.277108,,-0.340567,38.796,-2.79554,93.8463,-0.340567,2.9,-2.9078533947467804,4.193356990814209,1.32972,999,,,,,,,349.2,3.010344827,349.2,3.010344827,,,,,,,,,,,,,,,,,,,"Andy Ibanez","18819",628451
"Josh Smith","TEX",143,533,465,113,78,23,2,10,65,45,51,1,100,12,2,3,5,10,3,0.243011,0.0956848,0.187617,0.51,0.332075,0.365591,0.310788,0.697667,0.122581,4.78593,0.288515,,-0.152786,61.9968,-0.981209,100.039,-0.152786,-11.1,-0.12814867310225964,-5.224780082702637,1.32925,999,,,,,,,539.5,3.772727272,539.5,3.772727272,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Blake Perkins","MIL",99,344,302,67,46,13,2,6,43,34,36,0,95,2,3,1,4,12,4,0.221854,0.104651,0.276163,0.378947,0.306122,0.337748,0.287455,0.643871,0.115894,6.01433,0.29902,,0.20739,33.4964,-7.14987,83.256,0.20739,6.9,-6.619340628385544,8.163962483406067,1.329,999,,,,,,,304.3,3.073737373,304.3,3.073737373,,,,,,,,,,,,,,,,,,,"Blake Perkins","19921",663368
"Bryan Torres","STL",115,460,393,109,87,17,1,4,53,43,53,0,74,1,4,9,6,16,6,0.277354,0.115217,0.16087,0.716216,0.361419,0.356234,0.321857,0.717653,0.0788804,4.57253,0.329154,,-0.18794,57.6397,3.2872,108.215,-0.18794,-8.3,4.291024848818779,-6.609817981719971,1.32858,999,,,,,,,485.6,4.222608695,485.6,4.222608695,,,,,,,,,,,,,,,,,,,"Bryan Torres","sa885119",663494
"Gabriel Gonzalez","MIN",124,534,488,132,88,32,3,9,55,64,32,0,92,10,4,0,19,5,3,0.270492,0.0599251,0.172285,0.347826,0.325843,0.403689,0.318639,0.729531,0.133197,3.84699,0.314578,,-1.08677,65.5173,2.42113,103.285,-1.08677,-0.5,0.9805209636688232,-6.3862433433532715,1.32737,999,,,,,,,572.8,4.619354838,572.8,4.619354838,,,,,,,,,,,,,,,,,,,"Gabriel Gonzalez","sa3015723",694224
"Chad Stevens","COL",122,501,453,118,77,25,4,12,58,57,37,0,144,7,3,1,9,10,4,0.260486,0.0738523,0.287425,0.256944,0.324,0.412804,0.321342,0.736804,0.152318,5.53772,0.353333,,-0.436872,62.5677,3.37074,92.0617,-0.436872,-4.1,-5.150544971227646,1.4224867820739746,1.32396,999,,,,,,,555.7,4.554918032,555.7,4.554918032,,,,,,,,,,,,,,,,,,,"Chad Stevens","29614",677060
"Jonah Heim",,118,425,389,86,60,15,1,10,39,43,31,0,83,2,3,0,10,2,0,0.22108,0.0729412,0.195294,0.373494,0.28,0.341902,0.274264,0.621902,0.120823,3.06246,0.254181,,-0.213956,36.8319,-13.3851,74.8796,-0.213956,3.3,-12.79704363644123,11.107907056808472,1.32379,999,,,,,,,338.6,2.869491525,338.6,2.869491525,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
"Cam Devanney",,118,460,415,95,59,24,1,11,45,48,34,0,127,6,3,2,8,4,3,0.228916,0.073913,0.276087,0.267717,0.29476,0.371084,0.292463,0.665844,0.142169,3.20284,0.3,,-1.08212,46.662,-7.69059,84.0483,-1.08212,2.3,-9.77889597415924,7.370546579360962,1.31942,999,,,,,,,414.9,3.516101694,414.9,3.516101694,,,,,,,,,,,,,,,,,,,"Cam Devanney","25688",687478
"Jasson Domínguez","NYY",122,471,421,105,72,17,2,14,66,55,45,1,118,2,3,0,6,23,4,0.249406,0.0955414,0.250531,0.381356,0.322718,0.39905,0.315699,0.721767,0.149644,6.38173,0.311644,,2.18293,56.6633,1.01104,103.145,2.18293,-2.1,3.928951144218445,-7.291799068450928,1.31453,999,,,,,,,532.8,4.367213114,532.8,4.367213114,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Gabriel Arias","CLE",127,444,408,94,60,19,2,13,46,49,26,1,136,6,3,1,11,7,4,0.230392,0.0585586,0.306306,0.191176,0.284424,0.382353,0.289608,0.666777,0.151961,4.42906,0.30916,,-0.838822,44.0097,-8.4523,85.2286,-0.838822,1.2,-8.568805932998657,6.09417986869812,1.31033,999,,,,,,,405.2,3.190551181,405.2,3.190551181,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
