Name,Age,Level,Team,Pos,Avg Rank,BaGS,FScore,PG+,PL,STS
Yonathan Perlaza,26,AAA,SDP,LF,515.75,881,427,492,,263
Cristhian Vaquero,20,A,WSN,RF,516.2,403,376,365,669,768
Devin Saltiban,20,A+,PHI,2B,519.4,566,564,697,471,299
Jacob Berry,24,AAA,MIA,RF,519.8,504,460,404,333,898
Jostin Ogando,17,DSL,BOS,1B,520,,,,,520
Alberth Palma,19,A,TBR,SS,523.5,889,551,448,,206
Jonah Advincula,24,AA,CLE,CF,526.8,1133,34,696,297,474
Alfredo Velasquez,20,AA,BAL,3B,527.6,921,185,444,244,844
Marcos Torres,20,A,TEX,CF,528,458,450,520,547,665
Wilfred Veras,22,AA,CHW,RF,528.25,431,,632,765,285
Matthew Lugo,24,MLB,LAA,LF,528.4,820,129,538,776,379
Esteban Gonzalez,22,A+,CLE,OF,528.8,710,100,399,600,835
Logan Dawson,19,A,PHI,SS,533,,,,,533
Payton Green,22,AA,MIA,SS,534.4,412,792,411,348,709
Drew Cavanaugh,23,AAA,SFG,C,534.6,572,1054,196,146,705
George Valera,24,MLB,CLE,RF,535.25,484,881,622,,154
Juan Sulbaran,19,AA,TEX,C,537,514,425,814,,395
Samad Taylor,26,MLB,SEA,LF,541.25,542,393,429,,801
Hedbert Perez,22,AA,TOR,LF,541.6,562,778,328,256,784
Will Robertson,27,MLB,CHW,RF,542.25,918,273,656,,322
Avery Owusu-Asiedu,22,A+,ARI,CF,543.8,767,303,408,355,886
Angel Suarez,16,DSL,ARI,3B,545,,,,,545
Kenni Gomez,20,A+,HOU,CF,545.2,689,149,432,584,872
Jose Mejia,19,A+,BAL,SS,545.3333333333334,,1292,215,,129
Orelvis Martinez,23,MLB,FA,2B,546,581,900,511,576,162
Yamal Encarnacion,21,AA,HOU,2B,547,684,331,701,,472
Jay Allen II,22,AA,CIN,CF,549.8,455,714,450,578,552
Eddie Micheletti Jr.,23,A+,TOR,LF,549.8,563,779,571,472,364
Jorge Barrosa,24,MLB,ARI,CF,552.8,392,346,515,521,990
Wes Clarke,25,AAA,HOU,1B,553,601,678,794,494,198
Ronald Hernandez,21,A+,NYM,C,554.2,421,680,487,499,684
Zach Levenson,23,AA,STL,LF,555.6,679,631,442,400,626
Jackson Castillo,22,AA,NYY,RF,557,538,1077,373,220,577
Tavian Josenberger,23,AA,BAL,2B,558,958,193,746,550,343
Jose Cerice,20,A,KCR,1B,558.5,957,141,525,,611
Seaver King,22,AA,WSN,SS,560.6,496,467,419,352,1069
Emilien Pitre,22,A+,TBR,2B,560.6,402,728,453,546,674
Leonel Vivas,18,DSL,CHC,1B,562,,,,,562
Scott Bandura,23,AA,SFG,CF,563.8,513,459,299,318,1230
Ryan Ignoffo,24,AA,MIA,C,565,667,256,820,571,511
Dervy Ventura,21,A,SEA,2B,565,567,415,446,579,818
Dylan Dreiling,22,A+,TEX,CF,566,533,527,433,478,859
Druw Jones,21,A+,ARI,CF,570.2,312,716,392,458,973
Esteban Mejia,20,AA,TEX,3B,572,780,780,476,264,560
Rafael Ramirez Jr.,19,A,WSN,SS,574,,640,,,508
Wilfredo Lara,21,A+,MIA,SS,574,681,205,886,609,489
Gage Workman,25,MLB,CHW,3B,574.8,528,260,1075,681,330
Colin Houck,20,A+,NYM,SS,575.2,409,508,316,457,1186
Brock Jones,24,AAA,TBR,RF,575.6,1012,348,689,460,369
Rafhlmil Torres,19,A,CIN,SS,576,677,903,451,,273
Brooks Brannon,21,AA,BOS,C,577.4,365,1083,407,292,740
Euribiel Angeles,23,AAA,ATH,SS,578.4,687,638,226,164,1177
Antonis Macias,20,A+,TEX,CF,580.2,327,1668,430,153,323
Anthony Scull,21,A+,LAA,CF,580.6,316,702,329,695,861
Victor Leal,18,CPX,MIN,C,581,,,,,581
Dauri Fernandez,18,A,CLE,2B,581,,1573,119,,51
Joshua Liranzo,18,A,BAL,3B,581,346,998,695,334,532
Albert Fabian,23,AA,SDP,RF,581.2,406,649,757,516,578
Rikuu Nishida,24,AA,CHW,2B,582.2,509,493,920,351,638
Jorge Burgos,22,AA,TOR,RF,584.6,465,1016,403,583,456
Onil Perez,22,AA,SFG,C,585.4,642,762,540,208,775
Roderick Arias,20,A,NYY,SS,586.6,525,300,462,877,769
Chase Heath,21,A,STL,C,587,307,,835,,619
Jacob McCombs,20,A,MIN,OF,587,,,,,587
Matt Rudick,26,AAA,NYM,LF,591,,484,,,698
Jake Fox,22,AA,CLE,CF,591,633,608,828,263,623
Rhylan Thomas,25,MLB,SEA,RF,592.8,512,139,652,290,1371
Luis Merejo,19,A,CLE,1B,594.4,427,893,514,490,648
Alexander Albertus,20,A,CHW,3B,595,,843,,,347
Quentin Young,18,A,MIN,3B,595,,,,,595
Jesus Lugo,18,CPX,BOS,LF,596,,,,,596
Justin Foscue,26,MLB,TEX,DH,596.75,766,577,666,,378
Won-Bin Cho,21,A+,STL,CF,598.4,470,743,377,349,1053
Juan Mateo,18,A,ATL,SS,599.25,379,501,608,,909
Ben McLaughlin,23,AA,ARI,3B,599.8,670,1046,500,230,553
Nick Schnell,25,AAA,SDP,RF,600.8,727,378,561,771,567
Ronny Cruz,18,CPX,WSN,SS,601,,,,,601
Jase Bowen,24,AAA,SDP,CF,601.8,536,589,654,527,703
Nelson Quiroz,23,AA,LAD,C,602.4,569,851,724,235,633
Georwill Rodriguez,17,DSL,NYM,2B,605,,,,,605
Brayden Taylor,23,AA,TBR,3B,605.8,754,355,903,580,437
Christopher Familia,25,AA,NYY,LF,606,,,,,606
Mitch Jebb,23,AA,PIT,2B,609,671,633,620,246,875
Luis Cova,18,DSL,MIA,CF,610,,1122,,,98
BJ Murray Jr.,25,AAA,CHC,3B,613.2,594,498,895,670,409
Javier Vaz,24,AA,KCR,2B,614.8,768,264,897,359,786
Gleider Figuereo,21,A+,TEX,3B,618.4,576,915,334,567,700
Eddinson Paulino,22,AA,TOR,3B,618.6,610,825,551,706,401
Tyler Callihan,25,MLB,CIN,2B,619.5,289,329,1306,,554
Marcus Lee Sang,24,AAA,PHI,CF,620.5,,411,,,830
Jose Escobar,20,A,CHC,2B,620.8,426,875,592,792,419
Eduardo Rojas,18,DSL,LAD,C,621,,,,,621
Logan Braunschweig,22,A+,ATL,OF,622.75,439,536,982,,534
Colby Shade,23,AA,MIA,CF,622.8,777,688,549,326,774
Lamar King Jr.,21,A+,SDP,C,623.6,627,598,374,430,1089
Jose Salas,22,AA,MIN,2B,624.6,685,439,456,268,1275
Derik Alcantara,20,A,CHC,RF,625.75,600,885,585,,433
Luis Arana,17,DSL,MIA,3B,627,,1195,,,59
Carlos Mendoza,25,AAA,TOR,2B,627.8,534,816,944,350,495
Brennan Milone,24,AAA,ATH,1B,628.8,833,921,441,341,608
David Shirley,17,DSL,MIA,OF,631,,,,,631
Eli Serrano III,22,A+,NYM,CF,631.8,473,874,714,504,594
Daniel Susac,24,AAA,SFG,C,632,756,712,348,539,805
Carlos Jimenez,22,A,SEA,CF,632,653,545,449,994,519
Chase Harlan,18,A,LAD,3B,633,120,1919,247,,246
Nelly Taylor,22,A+,BOS,CF,633.2,490,578,519,664,915
Carlos Cortes,28,MLB,ATH,RF,633.25,960,597,545,,431
Gustavo Campero,27,MLB,LAA,RF,634,1020,151,1210,,155
Kevin Parada,23,AAA,NYM,C,634.4,637,1080,357,436,662
Nestor Rios,20,AA,MIA,C,635,,,,,635
D'Andre Smith,24,AA,NYM,SS,635.4,590,445,731,418,993
Yiddi Cappe,22,AA,MIA,3B,637.2,396,663,304,433,1390
Andrew Tess,18,A,BAL,C,638.3333333333334,,1330,401,,184
Trei Cruz,26,AAA,DET,SS,639,579,629,698,,650
Kole Myers,24,AA,LAD,CF,639.2,584,813,827,468,504
Colby Halter,23,AAA,ATH,SS,639.4,641,703,227,353,1273
Carlos Avila,21,AAA,LAD,C,639.5,,,386,,893
Colby Jones,21,AA,ATL,2B,640,764,722,268,361,1085
Kellon Lindsey,19,A,LAD,SS,641,79,1038,671,,776
Edward Lantigua,18,CPX,NYM,CF,641.5,,1097,,,186
Luis Lameda,19,A,MIL,3B,641.75,771,,893,300,603
Kale Fountain,19,A,SDP,3B,642.5,547,634,606,,783
Yhoan Escalona,19,A,PHI,C,643,,,,,643
Adrian Sugastey,22,AA,SFG,C,643,565,936,496,347,871
Drew Davies,19,A,CIN,RF,645.8,506,987,531,288,917
Alex Ramirez,22,AA,NYM,CF,646,644,,926,424,590
Tirso Ornelas,25,MLB,SDP,LF,648.8,844,392,1023,556,429
Romeo Sanabria,23,AA,SDP,1B,649,387,1035,581,587,655
Handelfry Encarnacion,18,A,MIL,CF,650,1060,764,420,,356
Johnny Olmstead,24,AAA,MIA,SS,651.2,850,394,425,709,878
Jared Dickey,23,AA,ATH,RF,651.6,698,745,542,419,854
Louis Andujar,17,DSL,BOS,3B,652,,1110,,,194
Brady Ebel,17,A,MIL,SS,654.6666666666666,535,,1185,,244
Jesus Perez,17,DSL,MIA,OF,657,,,,,657
Troy Johnston,28,MLB,COL,1B,657.25,1292,79,759,,499
Caden Connor,24,AAA,CHW,CF,657.8,737,788,535,406,823
Woody Hadeen,22,A+,DET,SS,658.6,751,713,410,461,958
Mike Boeve,23,AA,MIL,3B,660,560,932,998,476,334
Yohairo Cuevas,21,A+,NYM,LF,660.4,619,1044,497,261,881
Eduardo Ponce,18,CPX,SEA,C,661,,,,,661
Cayden Wallace,23,AA,WSN,3B,661.4,520,610,567,690,920
Braylen Wimmer,24,AA,COL,3B,662.6,802,301,378,473,1359
Diego Munoz,17,DSL,CIN,OF,663,,,,,663
Jordan Sanchez,19,A,BAL,RF,663,,1201,361,,427
Adrian Placencia,22,AA,LAA,SS,663.8,517,1093,482,735,492
Devin Fitz-Gerald,19,A,WSN,SS,664,,1636,232,,124
Esmith Pineda,20,A+,CIN,LF,665.2,699,734,382,392,1119
Jared Serna,23,AAA,MIA,SS,665.8,790,711,602,383,843
Luis Escudero,19,CPX,NYY,2B,666,,,,,666
Juan Flores,19,A+,LAA,C,670.2,257,1826,477,356,435
Bryan Torres,27,AAA,STL,CF,671.25,778,773,612,,522
Brett Callahan,23,A+,DET,CF,671.8,636,293,911,875,644
Roque Gutierrez,22,A+,LAD,P,672,,,,,672
Guy Lipscomb,24,AAA,CLE,OF,672.2,1057,299,667,407,931
Anderson Fermin,18,A,BOS,CF,674.3333333333334,,1550,314,,159
Max Williams,20,A,MIA,OF,675,599,620,906,,575
Pedro Ibarguen,18,A,MIL,CF,675.25,328,1881,242,,250
Pablo Nunez,18,DSL,CIN,CF,676.5,,1230,,,123
Luis Suisbel,22,A+,SEA,3B,676.6,949,509,276,707,942
Shalin Polanco,21,A+,PIT,CF,680.4,793,285,437,654,1233
Cobb Hightower,20,A,BAL,SS,681.4,452,1024,772,477,682
Chad Stevens,26,MLB,COL,3B,681.5,996,163,569,,998
Jake Gelof,23,A+,LAD,3B,682.8,770,261,524,746,1113
David McCabe,25,AAA,ATL,DH,683.8,607,969,938,514,391
Trey Snyder,19,A,NYM,SS,683.8,382,1701,266,395,675
Jakob Christian,22,A+,SFG,LF,685,438,661,342,688,1296
Dominic Keegan,24,AAA,TBR,1B,685.2,741,1010,800,618,257
Almen Tolentino,18,DSL,MIA,C,686,,1108,,,264
Junior Suriel,16,DSL,LAA,CF,686,,,,,686
Marlon Quintero,18,A,LAA,C,687.25,575,736,544,,894
Diorland Zambrano,18,DSL,CIN,3B,688,,,,,688
Marvin Alcantara,20,AA,BOS,2B,688.4,285,1712,370,206,869
Ricardo Cova,21,A,SEA,LF,688.6,655,203,565,816,1204
Curley Martha,18,CPX,TEX,SS,689,,,,,689
Braylin Morel,19,A,TEX,RF,689,551,637,848,,720
Dylan Jasso,22,AA,MIA,3B,689.8,303,1789,353,411,593
Caden Powell,21,A,HOU,3B,690,485,306,475,749,1435
Alejandro Rios,20,A+,ARI,C,693,,,,,693
Tanner Schobel,24,AAA,MIN,3B,695.2,720,811,600,295,1050
Andrew Pintar,24,AAA,MIA,CF,695.8,580,754,840,538,767
Cole Messina,22,AA,COL,C,696,912,806,332,250,1180
Sebastian Blanco,17,DSL,COL,SS,696,,1111,,,281
Juan Ortuno,18,A,MIL,LF,696,,1574,417,,97
Yairo Padilla,18,CPX,STL,SS,697,,1155,,,239
Luis Guanipa,19,A,ATL,CF,697.25,483,930,778,,598
Colton Becker,24,AAA,KCR,2B,698,1112,525,412,196,1245
Osleivis Basabe,24,MLB,SFG,SS,698.5,714,,528,611,941
Cam Cannarella,21,A+,MIA,OF,699,445,668,996,,687
Yeferson Portolatin,17,DSL,STL,SS,699,,1163,,,235
Tristan Peters,25,MLB,TBR,RF,699.2,810,510,768,702,706
Erick Torres,20,A+,KCR,CF,700.2,673,720,609,523,976
Walker Janek,22,A+,HOU,C,701.4,650,466,324,606,1461
Carson Taylor,26,AAA,SEA,1B,701.5,,829,,,574
Carlos Virahonda,19,A,ARI,C,702.25,218,1777,428,,386
Jeffrey Mercedes,20,A+,CLE,SS,703.8,694,988,483,408,946
Ryan Sprock,20,A,MIN,3B,704,500,,960,,652
Josh Springer,19,A,TEX,C,704.3333333333334,,1144,570,,399
Roberto Campos,22,AA,DET,RF,706.2,603,1060,853,432,583
Malcom Nunez,24,AAA,PIT,3B,707,491,,955,520,862
Chris Arroyo,20,A,MIA,1B,709.3333333333334,570,,1296,,262
Kien Vu,21,A,CIN,OF,709.75,548,414,947,,930
Brett Bateman,23,AA,CHC,CF,709.8,420,996,826,380,927
Ethan Holliday,18,A,COL,SS,710,77,,1314,,739
Efren Teran,18,CPX,BOS,SS,710,,,,,710
Wilson Rodriguez,20,A,NYY,RF,710.25,497,895,661,,788
Sabin Ceballos,22,AA,SFG,3B,711.2,478,1678,577,402,421
David Calabrese,22,AA,LAA,LF,711.4,666,776,490,598,1027
Jonah Cox,23,A+,SFG,CF,712,648,145,396,798,1573
Maximo Acosta,22,MLB,MIA,SS,712,216,2765,94,194,291
Will Simpson,23,AA,TBR,1B,713,634,872,649,756,654
Spencer Nivens,23,AA,KCR,LF,714,596,992,672,592,718
Marconi German,17,DSL,WSN,SS,714.5,,1388,,,41
Dub Gleed,22,AAA,MIA,3B,717.6,734,1830,364,101,559
Andruw Musett,19,A+,BOS,C,718,472,2023,363,255,477
Andy Perez,21,A+,COL,SS,718.2,773,111,275,496,1936
Chandler Pollard,21,A+,TEX,2B,718.8,836,371,668,466,1253
Yilver De Paula,17,DSL,LAA,SS,721,,,,,721
Angel Abreu,16,DSL,CLE,OF,721.5,,1242,,,201
Josh Owens,18,A,TEX,P,723,,,,,723
Nathan Martorella,24,AAA,MIA,1B,723.4,788,927,529,532,841
Gavin Cross,24,AA,KCR,RF,724.4,801,343,642,856,980
Omar Martinez,23,AAA,LAA,C,725.2000000000002,812,719,501,651,943
Luis Marquez,19,A+,TEX,SS,726,375,1784,557,325,589
Elian Pena,17,DSL,NYM,SS,728.5,,1375,,,82
Yordalin Pena,20,A,STL,CF,730.2,645,222,637,971,1176
Niko Kavadas,26,MLB,LAA,DH,731,911,1053,743,,217
Fernando Peguero,20,AAA,BAL,CF,731.2,652,1674,191,63,1076
Ivan Brethowr,22,A+,PIT,RF,732,663,1013,558,434,992
Clark Elliott,24,AA,ATH,LF,732.4,785,1036,680,428,733
Edgar Montero,18,DSL,ATH,SS,732.5,,1308,,,157
Drew Faurot,21,A,MIA,2B,734.25,304,604,932,,1097
Marek Houston,21,A+,MIN,SS,734.25,682,462,872,,921
Ilan Fernandez,18,CPX,BOS,SS,735,,,,,735
Raynel Delgado,25,AAA,MIL,3B,735.6,732,226,877,524,1319
Jared Thomas,24,AAA,PHI,C,736,,,,,736
Cameron Leary,23,A+,ATH,LF,736.2,1078,178,319,530,1576
Robert Arias,18,CPX,CLE,CF,736.5,,1298,,,175
Jesus Freitez,19,A,COL,C,736.5,,,721,,752
Luis Baez,21,AA,HOU,RF,736.8,322,1679,811,371,501
Ethan O'Donnell,23,AA,MIA,RF,737.6,678,623,755,635,997
Jeremy Rodriguez,18,A,NYM,SS,737.8,422,1660,493,517,597
Pablo Martinez,17,DSL,HOU,2B,738,,,,,738
Noah Mendlinger,24,AAA,STL,3B,740.6,612,917,752,296,1126
Daiverson Gutierrez,19,A,NYM,C,740.8,388,1868,523,491,434
Pablo Guerrero,18,A,TEX,1B,742,229,2049,638,488,306
Nate Nankil,22,AA,ATH,RF,743,738,1078,470,404,1025
Rosnel Alarcon,17,DSL,TEX,OF,743,,,,,743
Rainer Nunez,24,AAA,TOR,3B,743.5,784,,1019,751,420
Nick Cimillo,25,AA,PIT,1B,743.8,1007,519,1079,768,346
Angel Ortiz,22,A+,ARI,RF,744.8,479,826,474,804,1141
Rainer Espinoza,16,DSL,SFG,OF,745,,,,,745
Jorgelys Mota,20,A,WSN,3B,747.4,545,281,533,639,1739
Lizandro Espinoza,22,AA,ATL,SS,747.8,282,887,379,655,1536
Jude Warwick,19,A,DET,SS,748.5,825,1055,395,,719
Yeiner Fernandez,22,AA,LAD,2B,749.6,377,1565,753,484,569
Dayan Frias,23,AAA,CLE,3B,750,828,561,454,386,1521
Dylan Palmer,21,A,PIT,2B,750,,,,,750
Jared Sundstrom,24,AA,SEA,RF,751.4,721,431,786,726,1093
Zander Darby,22,A+,SFG,2B,752.2,1022,618,682,439,1000
Juan Benjamin,22,A+,CLE,3B,753.2,743,635,614,444,1330
Diomedes Hernandez,20,AA,NYY,C,754,,,,,754
Max Durrington,18,A,ATH,SS,755.6,457,1841,562,303,615
Francisco Perez,18,DSL,TEX,C,756.5,,1140,,,373
Jose Castro,18,DSL,MIA,CF,759.5,,1186,,,333
Juan Baez,20,A+,MIL,3B,760.2,782,807,992,422,798
Payton Eeles,25,AAA,BAL,2B,760.6,795,961,1088,561,398
Derlin Figueroa,21,A+,KCR,1B,761,945,645,427,619,1169
Daniel Vazquez,21,AA,KCR,SS,761.6,558,1003,282,274,1691
Kevin Garcia,17,A,MIL,C,762,380,1577,648,,443
Queni Pineda,18,DSL,NYY,C,762,,1182,,,342
Roynier Hernandez,20,A,COL,3B,762,443,783,819,622,1143
Joe Lampe,24,AAA,CLE,LF,763.2,884,653,563,425,1291
Felix Amparo,19,A,BAL,SS,765.6666666666666,,1351,607,,339
Wady Mendez,20,AA,TEX,RF,767,635,1776,578,120,726
Engelth Urena,20,A+,NYY,1B,768.4,630,1768,336,414,694
Sami Manzueta,16,DSL,HOU,SS,771,,1301,,,241
Erick De La Cruz,18,DSL,ARI,SS,771,,1181,,,361
Jesus Pinto,18,A,DET,CF,772.5,248,1631,796,,415
Alberto Hernandez,21,AAA,HOU,SS,772.8,1069,854,201,79,1661
Tommy Hopfe,22,A+,COL,LF,772.8,1023,733,463,634,1011
Luis Leon,17,DSL,CHC,CF,773,,,,,773
Ryan Galanie,25,AA,CHW,1B,773,715,513,1236,777,624
Randy De Jesus,20,A+,LAA,RF,773.6,356,1774,307,586,845
Raimundo De Los Santos,20,AA,TOR,OF,775.5,,,431,,1120
Alexander Mambel,18,CPX,BOS,1B,777,,,,,777
Yovanny Duran,17,DSL,MIN,CF,777.5,,1170,,,385
Camden Troyer,22,A+,NYY,OF,777.6666666666666,731,,1065,,537
Yerald Nin,19,A,ARI,SS,779.4,332,836,526,698,1505
Dakota Harris,23,AA,STL,SS,779.6,819,482,459,629,1509
Anthony Stephan,22,A+,CIN,CF,781.4,761,855,659,601,1031
Allan Cerda,25,AA,FA,CF,782,,,,,782
Michael Snyder,24,AA,MIA,3B,782.6,646,972,817,459,1019
Nick Dumesnil,21,A,DET,OF,784.3333333333334,541,,1251,,561
Johan De Los Santos,16,DSL,PIT,SS,786.5,,1501,,,72
Luiyin Alastre,19,A+,MIL,SS,786.6,453,1758,611,394,717
Sam Brown,23,AA,WSN,1B,787.2,374,1672,647,482,761
Blake Dunn,26,MLB,CIN,LF,788.6,899,686,1076,682,600
Richard Ramirez,19,A,PIT,C,789.6,232,1976,518,337,885
Elorky Rodriguez,17,DSL,TEX,CF,790,,1446,,,134
Mark Coley II,24,AAA,MIA,CF,790.2,845,644,846,712,904
Blaine Crim,28,MLB,COL,1B,791,1429,786,559,,390
Ricardo Romero,17,DSL,CLE,SS,791,,1233,,,349
Adriander Mejia,18,A,BAL,C,791.6666666666666,,1265,687,,423
Christian Olivo,21,A+,CHC,SS,792.2,829,665,629,557,1281
Jhonny Severino,20,A,PIT,3B,792.4,813,548,537,1049,1015
Richard Matic,17,DSL,NYY,3B,793,,1180,,,406
Ivan Melendez,25,AAA,ARI,3B,793.4,1131,552,829,658,797
Jose Astudillo,21,DSL,SFG,2B,795.25,723,621,521,,1316
Freiker Betencourt,16,DSL,CHC,OF,796,,1175,,,417
Sandro Pereira,19,CPX,HOU,2B,796,,,,,796
Jared Thomas,21,AA,COL,LF,796.6,136,3416,60,118,253
Kehden Hettiger,21,AA,PHI,C,797.2,477,1921,413,170,1005
Simon Juan,19,A,NYM,CF,798.4,649,939,628,889,887
Cesar Prieto,26,MLB,STL,3B,798.8,895,177,863,947,1112
Kevin Robledo,18,DSL,MIA,1B,799,,,,,799
Yeiker Reyes,19,A,COL,CF,799.4,550,869,595,663,1320
Tony Blanco Jr.,20,A,PIT,DH,799.5,149,2096,777,,176
Wehiwa Aloy,21,A,BAL,SS,800,306,,1078,,1016
Josuar Gonzalez,17,DSL,SFG,SS,800.5,,1376,,,225
Frederick Bencosme,22,AA,BAL,SS,801.2,905,810,898,573,820
Jesus Bastidas,26,AAA,MIA,2B,803,880,,750,852,730
Aaron Parker,22,A+,TOR,C,805.8,713,927,790,743,856
Demetrio Nadal,20,A,MIL,SS,806,967,768,681,800,814
Shotaro Morii,18,CPX,ATH,SS,806,,,,,806
Miguel Hernandez,17,DSL,STL,SS,806.5,,1164,,,449
Jaset Martinez,18,DSL,CIN,1B,807,,1107,,,507
Guillermo Williamson,21,A+,SFG,1B,807.6666666666666,521,,1113,,789
Leandro Pineda,23,AA,WSN,RF,807.75,719,,784,470,1258
Jon Jon Gazdar,23,AA,STL,3B,807.8,893,797,711,389,1249
Conrad Cason,18,CPX,BOS,SS,809,,,,,809
Drew Romo,23,MLB,CHW,C,809.6,861,889,599,501,1198
Joyner Perez,17,DSL,MIN,CF,811,,1169,,,453
Gabriel Davalillo,17,DSL,LAA,C,814,,1500,,,128
Tucker Flint,24,AAA,LAA,RF,814.2,1134,1066,484,621,766
Ian Petrutz,22,A+,STL,LF,814.4,841,1092,776,822,541
Miguel Welch,17,DSL,BOS,2B,815,,1149,,,481
Josh Kross,22,A+,STL,1B,815,796,1022,513,809,935
Josue Brito,18,DSL,BOS,RF,816.5,,1557,,,76
Santiago Almao,17,DSL,TEX,SS,817,,1206,,,428
Leonel Espinoza,22,A+,CHC,LF,817,1102,388,478,694,1423
Josiah Ragsdale,21,A,MIL,OF,817.3333333333334,876,,868,,708
Leandro Arias,20,A+,BAL,SS,819,498,1844,847,426,480
Jose Cordoba,22,A+,STL,CF,820.2,854,651,945,506,1145
Skylar King,21,A,BOS,OF,821,987,409,1276,,612
Merphy Hernandez,18,CPX,MIN,CF,821,,1185,,,457
Oliver Guerrero,17,DSL,TEX,CF,822.5,,1114,,,531
Abraham Nunez,19,A,CHW,CF,822.6,1041,486,994,685,907
Kelvin Hidalgo,20,A,COL,SS,823.4,526,522,421,631,2017
Estarling Mercado,22,A+,NYM,1B,825.5,522,785,1062,,933
Hans Montero,21,A,NYY,SS,826.4,691,575,508,882,1476
Carson McCusker,27,MLB,MIN,RF,827.25,1211,655,787,,656
Nathan Hickey,25,AAA,BOS,C,827.4,900,866,1036,837,498
Lucas Ramirez,19,A+,LAA,LF,827.6666666666666,,1465,438,,580
Dasan Brown,23,AAA,MIL,CF,828,1136,544,780,442,1238
Anderson Areinamo,18,DSL,HOU,SS,830.5,,1174,,,487
Isaiah Jackson,21,A+,BOS,OF,831,,,,,831
Edwin Sanchez,20,DSL,HOU,1B,831,,1432,,,230
Luis Morejon,17,DSL,COL,LF,831,,1463,,,199
Brandon Compton,21,A+,MIA,OF,831.75,277,1026,1200,,824
J.R. Freethy,22,AA,TOR,2B,831.8,712,1804,548,169,926
Brendan Tunink,19,CPX,LAD,RF,832,,,,,832
Jirvin Morillo,18,DSL,CIN,C,833,,1184,,,482
Brock Rodden,25,AA,SEA,2B,835.2,430,200,1607,752,1187
Riley Nelson,21,A,CLE,1B,836,489,,1040,,979
Bernard Moon,20,A,CIN,SS,837.8,775,841,502,693,1378
Braiden Ward,26,AAA,BOS,CF,838,1269,452,841,,790
Robert Phelps,21,A,PHI,2B,838.3333333333334,524,,1134,,857
Nauris De La Cruz,17,DSL,WSN,OF,838.5,,1440,,,237
Nick Rodriguez,22,A,LAA,2B,838.75,973,407,1095,,880
Jack Brannigan,24,AA,PIT,SS,840.4,1045,368,1442,725,622
Edward Duran,21,A+,TOR,C,840.6,622,1771,418,345,1047
Wade Meckler,25,MLB,LAA,CF,840.6,531,700,1466,549,957
Dariel Ramon,19,A,TOR,SS,841,892,1227,598,,647
Juan Torres,17,DSL,NYY,2B,842.5,,1397,,,288
Garrett Pennington,24,A+,DET,1B,843.4,1200,443,908,1015,651
Lonnie White Jr.,22,A+,PIT,CF,843.6,868,526,566,740,1518
Mairoshendrick Martinus,20,A+,LAD,SS,845,624,738,351,505,2007
Ben Malgeri,25,AA,DET,RF,845.6,994,385,1486,648,715
Edinson Duran,22,AAA,NYY,1B,846.5,,1089,,,604
Kevin Alvarez,17,DSL,HOU,CF,846.5,,1378,,,315
Yulian Barreto,17,DSL,SFG,SS,847,,1148,,,546
Jose Castro,19,DSL,NYY,CF,847,,,,,847
Zach Daudet,22,A,HOU,1B,849.75,697,753,966,,983
PJ Morlando,20,A,MIA,CF,850,334,1663,884,486,883
Jose Colmenares,23,AA,NYY,2B,850.25,1009,,779,662,951
Natanael Yuten,20,A,BOS,RF,850.8,869,794,805,918,868
Jesus Castillo,21,AAA,PIT,SS,853,1064,,391,401,1556
Alex Mooney,22,AA,CLE,3B,854.4,783,755,738,737,1259
Yojancel Cabrera,17,DSL,LAA,SS,854.5,,1145,,,564
Marco Argudin,19,DSL,TEX,CF,856.5,,1447,,,266
Cameron Sisneros,24,A+,CHC,1B,857.4,1094,910,1053,593,637
Aaron Antonini,26,AAA,DET,C,858,,,,,858
Cristian Arguelles,18,DSL,COL,CF,859.5,,1619,,,100
Yoelvis Betancourt,17,DSL,ATL,C,860,,,,,860
Pedro León,27,MLB,PHI,RF,861.25,1255,356,1506,,328
Cesar Hernandez,22,A,HOU,CF,861.8,909,328,734,840,1498
Deward Tovar,19,A,TEX,CF,862.3333333333334,,1249,505,,833
Cade Marlowe,28,MLB,ATH,RF,862.5,1326,382,985,,757
Derek Datil,19,A,TBR,CF,862.6666666666666,,1412,597,,579
Ryan Campos,22,A+,STL,C,864,643,1333,761,555,1028
Jhon GIl,17,DSL,LAD,C,864,,1112,,,616
Luis Parababire,19,A,ATL,C,865,,,,,865
RJ Austin,21,A,BAL,1B,865,856,,1061,,678
Titus Dumitru,22,A+,PIT,CF,865.6,540,990,635,699,1464
Filippo Di Turi,19,A,MIL,SS,865.6,658,1811,452,748,659
Logan Poteet,21,A+,CHC,C,866,,,,,866
Felix Cotes,19,A,TBR,2B,866.3333333333334,,1425,646,,528
Matthew Wood,24,AA,MIL,C,868.6,939,957,896,378,1173
Alex McCoy,23,A,SDP,CF,872.2,804,423,1014,990,1130
Samuel Gil,20,A+,DET,2B,873.2,665,2022,488,203,988
Jorge Lara,19,DSL,ARI,SS,873.5,,1458,,,289
Johnny Ascanio,21,AA,CIN,2B,874,632,2082,583,144,929
Kyle Sinzza,18,DSL,ARI,2B,875,,1212,,,538
Emmanuel Cedeno,17,DSL,TBR,2B,876,,1609,,,143
