Name,Age,Level,Team,Avg Rank,DIGS,FScore,PG+,PL,STS
Nick Trabacchi,26,A+,MIN,1394.75,,1527,1028,1372,1652
Justin Jarvis,25,AAA,LAD,1394.9,873,2594.5,1236,1445,826
Ryan Long,25,AAA,BAL,1395.2,841,2332,486,1131,2186
Nick Jones,26,AAA,LAA,1395.25,,1616.5,,,1174
Ben Peterson,23,A+,SFG,1397.8333333333333,,1106.5,,1251,1836
Bryce McGowan,25,AAA,COL,1397.8333333333333,,1192.5,,1155,1846
Christian Becerra,22,A,MIN,1398.7,754,1793.5,764,1045,2637
Eliander Alcalde,21,A,TOR,1400,512,1636,1137,1043,2672
Yeriel Santos,21,A+,HOU,1400.2,690,2380,626,997,2308
Deivi Garcia,26,MLB,MIL,1400.4,1036,2261,1354,1219,1132
Davian Garcia,21,A+,WSN,1400.5,1350,2301.5,251,726,2374
Jack Hartman,26,AA,TBR,1401,,1305,,,1497
Jake Bockenstedt,25,A+,CHW,1401.6,985,2140,544,1026,2313
Colby Holcombe,22,A+,TOR,1403.1,543,2020.5,821,1104,2527
Raudy Rivera,20,A,CLE,1403.5,,,,863,1944
Jake Palisch,26,MLB,CHW,1404.1666666666667,1008,1192.5,,,2012
Donovan Benoit,26,AA,CIN,1404.875,960,1846.5,1143,,1670
Cory Lewis,24,AAA,MIN,1405.1,759,2064.5,1139,1321,1742
Leonardo Pestana,26,AAA,NYY,1406,,1788,,,1024
Jordan Mikel,26,AAA,CHW,1406.1666666666667,,1598.5,1097,,1523
Victor Morales,23,AA,ARI,1406.5,,1203.5,,824,2192
Inohan Paniagua,25,A+,DET,1406.5,,1677,,,1136
Angel Perez,21,A,CLE,1407.5,,,,1324,1491
Alec Baker,25,AAA,ARI,1407.9,500,2504.5,820,1138,2077
Alejandro Torres,24,AA,HOU,1408.5,,1518,1089,1255,1772
Bruno Lopez,23,A,STL,1409,,,760,,2058
Jaitoine Kelly,18,A,ARI,1409.5,,,1118,,1701
Cole Schoenwetter,20,A,CIN,1409.9,531,2107.5,510,1257,2644
Zach Fogell,24,A+,BOS,1410.1666666666667,,1466.5,,1086,1678
Hunter Hayes,24,AA,STL,1411.8333333333333,,1325.5,,989,1921
Hayden Juenger,24,AAA,TOR,1411.8333333333333,,1681.5,,1323,1231
Sam Highfill,24,A+,PHI,1412.3,1816,2020.5,464,668,2093
Evan Truitt,22,A+,SEA,1412.4,659,2645,585,968,2205
Connor Oliver,24,A+,PIT,1413.2,843,1841,929,1174,2279
Shinnosuke Ogasawara,27,MLB,WSN,1414,580,2380,1226,,1470
Hayden Gilliland,23,A+,TOR,1415,,,,,1415
Blake Weiman,29,AAA,HOU,1416.1666666666667,,1931.5,1391,,926
Samuel Carpio,22,A,MIA,1416.5,,1192.5,,1354,1703
Brooks Auger,23,A+,LAD,1416.7,1011,2653.5,604,1107,1708
Ryan Garcia,27,AAA,TEX,1416.75,1026,2396,1253,,992
Paul Wilson,20,A,DET,1417,,,,,1417
Josh Mollerus,25,AA,TEX,1418.75,,1410,814,1081,2370
Michael Hobbs,25,AA,SEA,1419.3333333333333,,841,,1451,1966
Blake Hammond,21,A,OAK,1419.75,,1689,1076,1032,1882
Jaydenn Estanista,23,AA,PHI,1419.8333333333333,,1130.5,,1111,2018
Angel Hernandez,25,A+,CHC,1420,,834,,,2006
Konner Piotto,27,AAA,TEX,1420,,,,,1420
David Leal,28,AAA,OAK,1421.5,,1563,,,1280
Dylan Questad,20,A,MIN,1421.8,656,2172,621,1196,2464
Will Armbruester,24,A,MIN,1422,,,635,,2209
Yokelvin Reyes,21,A,LAA,1423.5,,,553,,2294
Miles Langhorne,22,A+,MIL,1424.125,,1911.5,924,1162,1699
Shane Rademacher,24,AA,SFG,1424.9,1980,2181.5,201,734,2028
Luiyin Alastre,19,A+,MIL,1425,,,,,1425
Troy Watson,28,AAA,DET,1426,1976,1089,,,1213
Jacob Bosiokovic,31,AAA,STL,1426.1666666666667,,1734.5,1318,,1226
Dan Altavilla,32,MLB,FA,1428.5,,1814.5,1174,,1297
Ty Weatherly,24,A+,BAL,1428.7,1084,2119.5,1344,1161,1435
Connor Staine,24,AA,COL,1431,1060,2464,422,1059,2150
Paul Witt,27,AAA,WSN,1433,,,,,1433
Kevin Gowdy,27,AAA,TOR,1433,,2004,,,862
Stone Hewlett,23,A+,LAA,1433.6666666666667,,,1426,1194,1681
Randy Labaut,28,AAA,PIT,1435.3333333333333,,1563,858,,1885
Enyel Lopez,19,A,TEX,1436,,,1450,,1422
Nicholas Padilla,28,MLB,PHI,1436,,1788,,,1084
Danny Wirchansky,27,AA,SEA,1437.3333333333333,1126,,932,,2254
Hunter Stanley,27,AAA,CLE,1438.5,,2285,,,592
Jared Karros,24,AA,LAD,1438.7,1128,2648.5,1384,916,1117
Grayson Moore,23,A+,CHC,1439.3333333333333,,1116,,1128,2074
Hobie Harris,32,MLB,WSN,1439.5,,1588,,,1291
Reynardo Cruz,23,A,CIN,1440.1,787,1822.5,712,1405,2474
Cole Waites,27,MLB,FA,1440.25,,1911.5,,,969
Joel Lara,18,A,NYM,1440.3333333333333,,,1353,1154,1814
Connor O'Halloran,22,A+,TOR,1441.5,,2004,,,879
Luis Avila,22,A+,PHI,1441.6666666666667,,518,,1262,2545
Ricardo Genoves,26,AA,TBR,1443,,,,,1443
Sean Poppen,31,MLB,SEA,1443.3333333333333,,2172,1298,,860
Fraymi De Leon,20,A,BOS,1444,,,,,1444
Nathan Dettmer,23,A+,ATH,1444.4,1556,2401,515,743,2007
Grayson Hitt,23,A+,ARI,1444.875,1048,1278.5,,1423,2030
Garrett Pennington,24,A,DET,1448,,,,,1448
JJ Goss,24,AA,ATH,1448.5,,1650.5,,1101,1594
Austin Amaral,23,AA,WSN,1449.6666666666667,,1059,,862,2428
Addison Kopack,23,A+,SDP,1450,,,,,1450
Jackson Kelley,25,AA,CHW,1450.125,,1507.5,1127,1540,1626
Luke Johnson,23,A,WSN,1450.2,899,2406,723,844,2379
Jairo Iriarte,23,MLB,CHW,1450.6666666666667,,1903,,1421,1028
Leonardo Taveras,26,AAA,STL,1451,,1487,1084,,1782
Nien-Hsi Yang,18,CPX,SFG,1451,,,,,1451
Dane Acker,26,AAA,TEX,1451.25,,1734.5,,,1168
Edwin Jimenez,22,A+,MIL,1451.5,,1973,,,930
Carlo Reyes,26,AA,CHC,1451.75,,1376.5,,,1527
Zavier Warren,26,AA,CIN,1452,,,,,1452
Candido Cuevas,21,A,NYM,1452.25,,1290.5,,,1614
Darren Bowen,24,AA,MIN,1452.7,901,2542.5,668,1245,1907
Yilber Diaz,24,MLB,ARI,1452.75,720,2256,,1663,1172
Cole Hillier,24,AA,SFG,1453.6666666666667,,778,,1052,2531
Alec Gamboa,28,AAA,BOS,1455.5,,1764,,,1147
Trey McGough,27,AAA,CHW,1456,,1588,,,1324
Anthony Veneziano,27,MLB,STL,1456.3333333333333,,2285,1417,,667
Juan Reynoso,21,A+,MIA,1459,,1228,,756,2393
Tommy Vail,26,AAA,CHW,1459.75,2034,1066,,1120,1619
Cade Austin,23,A,NYY,1459.8333333333333,,883.5,,1246,2250
Zack Lee,24,A,DET,1460.2,1049,1806,592,1272,2582
Aiden Butler,21,A,SEA,1460.6,1009,2631,740,847,2076
Jose Serrano,21,A+,HOU,1461,,,,,1461
Josh Blum,22,A+,NYM,1461,,1010,,978,2395
Thomas Schultz,25,AAA,WSN,1461.5,,1130.5,,1044,2210
Casey Anderson,24,AAA,ARI,1461.625,1564,1931.5,,741,1610
Emmanuel Chapman,26,AA,PIT,1462,936,1419,,,2031
Connor Thomas,27,MLB,MIL,1463,,2172,,,754
Antonio Gomez,23,A,NYY,1463,,,,,1463
Sean Hunley,25,AAA,TBR,1463.1,774,2181.5,1302,1487,1571
Conner Whittaker,22,A+,CLE,1463.875,1015,1548.5,,799,2493
Theo Hardy,23,A+,TEX,1464,,,,,1464
Yulian Quintana,24,A,PIT,1464.25,1019,,893,1287,2658
Cam Brown,27,A+,HOU,1464.5,,1071.5,950,,2372
Kamdyn Perry,19,A,TEX,1464.9,781,2537.5,999,747,2260
Andy Rodriguez,22,A,TBR,1465.3333333333333,,1059,,1231,2106
Ian Koenig,24,A+,SDP,1465.5,1112,2571.5,591,926,2127
Francisco Pazos,19,CPX,SEA,1466,,,,,1466
Alfredo Romero,22,A,CHC,1466.9,976,1911.5,577,1112,2758
Jefferson Moran,21,CPX,STL,1467,,,,,1467
Kyle Jones,25,AA,MIN,1467.25,,2237.5,,,697
Aaron Rozek,29,AAA,NYM,1468,1842,1806,,,756
Carlos Marcano,21,A+,DET,1468.1,1041,2301.5,1321,1093,1584
Calvin Schapira,25,A+,SEA,1469.125,,1325.5,1040,1485,2026
Zachary Redner,20,A,LAA,1471.6666666666667,,1563,,860,1992
Griffin Kilander,22,A,BOS,1471.9,663,2038.5,775,1182,2701
Tyrone Yulie,23,A+,PIT,1473,,1661,,1268,1490
McKinley Moore,26,MLB,NYY,1473.25,,1866.5,,,1080
Tyler Guilfoil,25,AAA,HOU,1473.5,,1444.5,,1343,1633
Kelvin Caceres,25,MLB,LAA,1473.6666666666667,,2100,,1295,1026
Chris Kean,23,A+,NYY,1473.6666666666667,,1365,,1065,1991
Luke Savage,23,A+,TEX,1474.125,,989.5,939,1328,2640
Hunter Omlid,25,A+,COL,1474.125,729,1753.5,,1283,2131
Tommy Mace,26,AAA,CLE,1475.125,1033,2271.5,493,,2103
Johnathan Lavallee,25,AA,TOR,1475.625,,1386.5,1195,1353,1968
Layonel Ovalles,22,A+,NYM,1476.25,,1338,801,1414,2352
Sebastian Keane,24,AA,NYY,1476.375,,1511.5,933,1215,2246
Adam Shoemaker,22,A+,ATL,1478.375,,1355.5,897,1160,2501
Kyle Scott,23,A+,CLE,1480,,1626,894,1241,2159
Kyle DeGroat,19,A,KCR,1481.5,,,864,,2099
Cesar Aquino,20,A,PIT,1482,,,739,,2225
Gabe Starks,23,A,CIN,1482.75,,1059,1046,1344,2482
Rowdey Jordan,26,AA,HOU,1483,,,,,1483
Eric Reyzelman,24,AAA,NYY,1483.3333333333333,,1636,,1574,1240
Colby Langford,23,A+,HOU,1483.5,,883.5,,1352,2215
Taylor Dollard,26,AAA,SEA,1483.7,995,2358.5,997,1290,1778
Justin Lawson,24,AA,NYM,1484.75,,1159.5,,,1810
Jose Sanabria,22,A+,SDP,1485,,,,,1485
Tyler Thornton,24,AA,CLE,1485.1666666666667,,1376.5,,1308,1771
Kyle Virbitsky,26,AA,BAL,1485.375,,1753.5,1256,1250,1682
Kyle Hart,32,MLB,SDP,1485.6666666666667,,2228,1106,,1123
P.J. Labriola,24,A+,BOS,1486,,,1138,1113,2207
Baron Stuart,25,AAA,NYY,1486.25,993,1780,,1479,1693
Phillip Sikes,26,AAA,BOS,1487,,,,,1487
Jordan Geber,25,AAA,NYM,1488.5,,1947,1262,1208,1537
Anderson Paulino,26,AA,KCR,1490,,2140,,,840
Mark Adamiak,24,AA,ATH,1490.6666666666667,,1270,,1012,2190
Nick Nastrini,25,MLB,LAD,1490.8,845,2434,987,1629,1559
Gavin Bruni,22,A,WSN,1493.6666666666667,,,1193,1292,1996
Yorlin Calderon,23,AAA,SEA,1494.1666666666667,,1396.5,,1379,1707
Avery Weems,28,AAA,TEX,1495.75,,2011.5,,,980
Hunter Parks,24,AAA,CIN,1495.875,635,2147.5,,1396,1805
Jacob Shafer,23,A,ATL,1498,1030,2256,766,1094,2344
Ike Buxton,24,AA,MIA,1498,955,2090,1176,1383,1886
Sadrac Franco,25,AA,SDP,1498.25,,1671,1232,1123,1967
Christian Ruebeck,24,A+,LAD,1498.5,,924.5,,1253,2318
John Stankiewicz,26,AAA,DET,1499,,1338,,,1660
Brayan Restituyo,23,A,ATH,1499.1666666666667,,806.5,,1158,2533
Josh Maciejewski,29,MLB,MIL,1500.75,,1616.5,,,1385
Logan Samuels,23,A+,ATL,1501.4,1124,2294,642,1020,2427
Ethan Bosacker,24,AAA,KCR,1501.8,1736,2217,203,1067,2286
Kenyon Yovan,27,AAA,LAA,1502.5,,1576,,,1429
Garrett Irvin,26,AAA,OAK,1504,,1314,,,1694
Marco Barrios,19,A,CHW,1505,,,802,,2208
Hunter Gregory,26,AAA,TOR,1505.25,,1203.5,,,1807
Justin Storm,23,AA,MIA,1507.3333333333333,,799,,1470,2253
Juan Sanchez,22,A,ATL,1507.625,,1130.5,876,1378,2646
Alex Mauricio,27,AAA,NYY,1507.75,,1466.5,,,1549
Sandy Mejia,20,A,HOU,1507.75,,1714.5,,,1301
Trevor Long,24,A,SEA,1508,,,,,1508
Brennen Oxford,25,A+,MIN,1508.375,,1192.5,1107,1309,2425
Kolton Ingram,28,MLB,SFG,1508.75,,1290.5,,,1727
Evan Gray,24,A,SFG,1511,,899,,1456,2178
Julio Bonilla,24,A+,MIN,1512,,1636,984,911,2517
Nate Peterson,25,AAA,CIN,1513.125,937,2181.5,,1084,1850
Chase Costello,25,AA,MIL,1514.1666666666667,,1444.5,,1530,1568
Ubert Mejias,24,A+,SFG,1514.7,1046,2020.5,733,1115,2659
Andrew Quezada,28,AAA,COL,1514.875,933,2690.5,1077,,1359
Brayan Vergara,19,A,LAA,1515.5,,,693,,2338
Zach Arnold,24,A+,PHI,1516,,,,,1516
Luis Arestigueta,19,A,ATL,1518.8,751,2548,1196,1089,2010
Trent Hodgdon,21,A,CIN,1519.3333333333333,,855,,1442,2261
Giussepe Velasquez,22,A,PHI,1521.2,1085,2619,679,1176,2047
Zane Morehouse,25,AA,CLE,1521.6666666666667,,1314,,1319,1932
Anderson Cardenas,19,CPX,ARI,1524,,,,,1524
Wilker Reyes,23,A+,MIN,1525.25,,1788,1019,1239,2055
Landon Ginn,23,A,CHC,1526.25,,1764,963,1058,2320
Reynaldo Yean,21,A+,LAD,1527.5,,1497.5,,1644,1441
Jordan Marks,26,AA,DET,1529.5,,1650.5,,1171,1767
Emilio Barreras,21,A,MIA,1533,,,,,1533
Ethan Lanthier,22,A,NYM,1534,,,,,1534
LJ McDonough,25,AA,ATL,1535,,1425,,1228,1952
Kyle Hess,26,A+,MIN,1535,,,,,1535
Raul Alcantara,24,AAA,BAL,1535.3333333333333,,1671,,1496,1439
Jesus Cruz,30,MLB,LAA,1539.8333333333333,,1866.5,1370,,1383
Nick Dombkowski,26,AAA,PIT,1540.3333333333333,1002,1940,,,1679
Zack Showalter,21,A+,STL,1541.5,,1348,1155,1620,2043
Melvin Pineda,21,A,SFG,1542,,,1060,,2024
Jack Findlay,22,A+,STL,1542,,1338,,1105,2183
Walin Castillo,20,A,MIA,1542.9,902,2485.5,817,1049,2461
Tres Gonzalez,24,AA,PIT,1543,,,,,1543
Zach Jacobs,23,AAA,CLE,1543.3333333333333,,1365,,1193,2072
Mitch Myers,26,AAA,ATH,1544.1666666666667,,2414.5,1081,,1137
Jose Gutierrez,22,A,KCR,1545.3,706,2598.5,874,1238,2310
David Matoma,19,A,PIT,1546,,2044,,1218,1376
Daniel Nunez,22,A+,ARI,1546.8,1078,2434,851,1199,2172
Bryan Polanco,23,A,WSN,1547,951,2343,490,1100,2851
Ryan Cusick,25,AAA,PHI,1547.6666666666667,,1689,,1397,1557
Ethan Schiefelbein,19,CPX,DET,1550,,,,,1550
Josh Sanders,23,AAA,TEX,1550.25,,2285,890,1013,2013
Chris Wright,26,AAA,SFG,1550.875,,1753.5,1200,1608,1642
Jose Luis Reyes,22,A+,SDP,1551.4,1054,2632,1456,798,1817
Victor Cabreja,23,A+,PIT,1551.6,969,2267,477,1127,2918
Graysen Tarlow,23,A+,STL,1552,,,,,1552
Davis Polo,19,A,ATL,1553.25,,1734.5,,,1372
Ryan Degges,22,A,PHI,1553.6,918,2261,716,1240,2633
Seth Clark,25,AA,TEX,1555.5,,1576,1141,1547,1958
Samuel Perez,25,A+,MIN,1555.75,,1474,955,1355,2439
Davison Palermo,25,AA,COL,1556,,,,1055,2057
Patrick Galle,21,A,BOS,1558,,,,,1558
Zander Mueth,20,A,PIT,1559,,1576,1451,1488,1721
Victor Santos,23,AAA,STL,1559.25,,2369.5,,,749
Luke Ritter,28,AAA,LAA,1560,,,,,1560
Angel Felipe,27,MLB,FA,1560.25,,2200.5,,,920
Carlos Lequerica,24,A+,DET,1560.6666666666667,,1026,,1302,2354
Michael Cuevas,24,AAA,WSN,1561,,1764,,1273,1646
Jarrod Cande,24,AA,COL,1561.25,,1921.5,,,1201
Francisco Frias,20,A,HOU,1562.1666666666667,,1106.5,,1090,2490
William Fleming,26,AAA,SEA,1563.75,808,2396,1263,,1788
Justin Long,23,A+,ATL,1563.8333333333333,,1386.5,,1453,1852
Levi Sterling,18,A,PIT,1564,,,1214,,1914
Hunter Stovall,28,AA,TBR,1564,,,,,1564
Xavier Meachem,22,AA,MIA,1564.1666666666667,,1297.5,,1312,2083
Will Rudy,23,A+,MIL,1564.25,,2165.5,,,963
Will Varmette,22,A+,SDP,1566.9,1922,1931.5,634,992,2355
Cale Lansville,22,A+,SFG,1567.375,,2369.5,1355,1091,1454
Brett Garcia,25,A+,TOR,1568,,,973,,2163
Graham Osman,24,A+,CIN,1568.4,965,2004,1148,1499,2226
Alberto Pacheco,22,A+,COL,1568.5,704,2363,,1136,2071
Tyler Woessner,25,AAA,MIL,1569,,2251,,,887
Domingo Geronimo,20,AA,LAD,1570.3333333333333,,1853,,618,2240
Luis Rujano,22,AA,CHC,1571,,1636,,975,2102
Rhett Kouba,25,AAA,HOU,1572.875,975,2352.5,,1619,1345
Daniel Harper,26,AAA,PHI,1572.875,,1650.5,1228,1371,2042
Nick Fraze,27,AAA,SEA,1573.25,1129,2526,1160,,1478
Bryan Mena,21,A,PIT,1574.25,956,2313,,1041,1987
Davidxon Lara,18,A,LAA,1575,,,1305,,1845
Engel Daniel Peralta,20,A,HOU,1575,,,,,1575
Brad Deppermann,29,AA,SFG,1576,,,,,1576
Bryan Magdaleno,24,AA,TEX,1576.3333333333333,,1780,,1615,1334
Lenny Torres Jr.,24,AAA,CIN,1576.5,,,,1463,1690
Darwin Rodriguez,20,A,MIA,1578,,,,,1578
Andrew Marrero,25,AA,STL,1578.875,,1921.5,1407,1375,1612
Dominic Hambley,22,A+,CHC,1581,,1066,,1224,2453
Tanner Dodson,28,AAA,ATH,1581.25,,1706.5,,,1456
Tanner Hall,23,A+,MIN,1581.7,1097,2581.5,849,1377,2004
Jacob Hartlaub,22,A,TBR,1583,,,,,1583
Erick Mejia,30,AAA,WSN,1584,,1098,,,2070
Miguelangel Boadas,21,A+,MIN,1584.5,,1873,,,1296
Greiber Mendez,21,A,PIT,1584.75,772,1661,,1303,2603
Ben Ramirez,26,AA,SEA,1588,,,,,1588
Izaak Martinez,23,A+,CLE,1588.8333333333333,,1396.5,,1040,2330
Francis Texido,20,A+,LAA,1589.1,846,2653.5,325,1264,2857
Marty Gair,21,A,PHI,1589.3333333333333,,,1367,1512,1889
Jose T. Perez,21,A,SFG,1589.5,,,1017,,2162
Ramsey David,24,AA,HOU,1589.5,1876,1419,,878,2185
Robert Dugger,29,MLB,TEX,1590.25,1133,2748,1475,,1005
Evan Shawver,25,AA,COL,1590.6666666666667,,1983,,1097,1692
Yermain Ruiz,19,CPX,BOS,1592,,,,,1592
Cruz Noriega,27,AAA,KCR,1592.1666666666667,,2011.5,1395,,1370
Daniel Lloyd,24,AA,BAL,1593,,1608,,1234,1937
Ben Sears,25,AAA,KCR,1593.6666666666667,,1636,,1254,1891
Jacob Steinmetz,20,A+,ARI,1593.75,,2147.5,,,1040
Tyler Zuber,30,MLB,MIA,1594,,2100,,,1088
Adam Bates,19,A,BOS,1594.7,638,2679.5,588,1261,2807
Ross Carver,25,AAA,CLE,1595.3333333333333,,1832,,1263,1691
Austin Aldeano,21,A,CLE,1595.75,,1780,1049,1096,2458
Austin Murr,26,AA,PHI,1596,,,,,1596
Ben Harris,25,AAA,LAD,1596.25,,1588,1224,1670,1903
Gabe Bierman,25,AA,MIA,1596.5,,1548.5,,1285,1956
David  Landeta,22,A,HOU,1597,,,702,1621,2468
Preston Howey,23,A+,DET,1597.5,,1396.5,,1145,2251
Omar Victorino,20,A,NYM,1598.5,836,2581.5,558,1501,2516
Edinson Batista,23,A+,TOR,1599.25,1014,1958,,1430,1995
Rocco Reid,22,A+,ARI,1600,,1671,,1233,1896
Tanner Jacobson,25,A+,STL,1600.3333333333333,,1365,,1413,2023
Tyler Gough,20,A,LAD,1600.5,,1689,,,1512
Stiven Cruz,23,AA,MIL,1603.75,884,2189,,976,2366
Donovan Zsak,21,A,CLE,1604.375,,1437.5,1180,1410,2390
Peyton Powell,24,A+,TOR,1606,,,,,1606
Edinzo Marquez,20,A,NYY,1606.3333333333333,,,557,1552,2710
Brendan White,26,MLB,DET,1606.6666666666667,,2411,1285,,1124
Seth Keener,23,A+,CHW,1607,1852,2313,776,1137,1957
Eiker Huizi,24,A+,SDP,1608.1666666666667,,1203.5,,1388,2233
Kevin Valdez,23,A+,CHC,1608.8,2056,1973,561,1037,2417
Wilkin Paredes,21,A+,ARI,1611.3,2114,2594.5,199,744,2405
Riley Cooper,23,AA,BAL,1611.875,,2107.5,1215,931,2194
Gregori Ramirez,20,A,ARI,1614.5,,,633,,2596
Orlando Gonzalez,22,A,PHI,1615.625,,1734.5,1099,1077,2552
Dash Albus,22,A,KCR,1619.3333333333333,,1179,,1125,2554
Mauricio Estrella,21,A,SFG,1619.5,,,843,,2396
Duncan Pastore,25,AA,NYY,1620,,,,,1620
Andrew Misiaszek,27,AAA,CLE,1620.8333333333333,,2237.5,1248,,1377
Bernard Jose,22,A,SDP,1622.5,,1262.5,,1187,2418
Yoendris Gonzalez,22,A,CHC,1622.75,,1576,811,1277,2827
J.T. Arruda,27,AAA,SEA,1623,,,,,1623
Yordy Herrera,20,A,STL,1623.3333333333333,,1419,,1169,2282
Jordan Holloway,29,MLB,CHC,1623.5,,2237.5,1240,,1393
David Buchanan,36,MLB,TEX,1623.6666666666667,,2646,1379,,846
Eddy Yean,24,AAA,WSN,1624.6666666666667,,1626,,1447,1801
Isaac Ayon,23,A,LAD,1626.5,,,944,,2309
Sam Whiting,24,AA,SDP,1626.9,1111,2550.5,857,1172,2444
Mike Villani,22,A,CIN,1627,,,1324,1338,2219
Maikel Hernandez,22,A,STL,1628,,,,,1628
Carter Dorighi,22,A,SEA,1629,,,,,1629
Fernando Vasquez,23,A,SFG,1629.5,,,786,,2473
Josh Wolf,24,A+,SFG,1630,1047,1576,,1564,2333
Misael Tamarez,25,AAA,SDP,1630.1666666666667,,1772.5,,1513,1605
Sam Ryan,26,AA,MIN,1630.25,,1554.5,,,1706
A.J. Puckett,30,AAA,CHC,1631.25,,1437.5,,,1825
Mitchell Tyranski,27,AA,CHC,1631.75,,989.5,,,2274
Luis Contreras,29,MLB,HOU,1632,,1431,,,1833
Kaden Hollow,24,A+,SDP,1632,,,,,1632
Zach Penrod,28,MLB,LAD,1632.1666666666667,,2388.5,1387,,1121
Tyler LaPorte,28,AA,ATL,1632.5,,1474,,,1791
Winyer Chourio,21,A,SDP,1633.6666666666667,,,1042,1347,2512
Kelvin Ramirez,24,AA,LAD,1633.8333333333333,,1256.5,,1494,2151
Domenic Picone,24,A+,STL,1634,,,951,1466,2485
Jack O'Loughlin,25,MLB,COL,1634.7,715,2711.5,1454,1668,1625
Victor Torres,24,AA,MIL,1636,,,,,1636
Austin Schulfer,29,AAA,PHI,1636.5,,2125.5,1416,,1368
Alonzo Richardson,22,AAA,CLE,1637.4,904,2602,819,1117,2745
Andrew Jenkins,24,A+,DET,1638,,,,,1638
Antoni Cuello,22,A,STL,1640,,,631,,2649
Wyatt Hudepohl,22,A,NYM,1641,,,,,1641
Austin Smith,26,AA,COL,1642,,,,1152,2132
Luis Angel Rodriguez,25,AAA,HOU,1642.4,1067,2670,1299,1545,1631
Tristan Stevens,27,AAA,MIA,1643.5,,2094,,,1193
Angel Macuare,25,AAA,MIN,1643.875,,2301.5,1405,1400,1469
Wuilliams Rodriguez,19,A,BOS,1644,,,594,,2694
Frank Martinez,23,A,TEX,1644.5,,,903,,2386
Nathanael Heredia,24,AA,STL,1645.25,,1410,1251,1651,2269
Jake Fitzgibbons,23,A+,ARI,1647,,1089,,1449,2403
Camilo Hernandez,21,A,OAK,1647,,,917,,2377
Weston Eberly,24,A+,CHW,1647,,,,,1647
Owen Cobb,24,A+,NYY,1647,,,,,1647
Albert Rivas,22,A,ATL,1647.25,,1882,881,1214,2612
Chase Adkison,25,A+,STL,1649,,,,,1649
Indigo Diaz,26,AA,NYY,1651.5,,1221,,,2082
Trey Benton,26,AA,CLE,1652,,1576,,,1728
Kyle Whitten,25,AAA,TBR,1652.5,,1860,,,1445
Clete Hartzog,24,A+,CHW,1652.5,,,,1135,2170
Brandon Schaeffer,24,A+,SEA,1654,,,,,1654
Josdanner Suarez,20,A,ARI,1655.3,1007,2637.5,861,1269,2502
Cesar Gomez,26,AAA,ARI,1655.5,1168,2380,1157,,1917
Joe Vogatsky,23,A+,BOS,1656.1666666666667,,1714.5,,938,2316
Edgar Isea,22,A+,ARI,1656.1666666666667,,1213.5,,1640,2115
Brayner Sanchez,24,A,BAL,1656.5,,1636,,,1677
Zach Brzykcy,25,MLB,MIA,1657.25,,1832,1480,1511,1806
Reibyn Corona,23,A+,ATL,1659,1024,2090,1020,1390,2771
Pierce George,22,A,CHW,1659.5,,1246.5,,1585,2147
Jack Eshleman,21,A,TOR,1660,,1236,,1304,2440
Matt Duffy,22,A,BOS,1661,,,,,1661
Christopher Troye,26,AA,BOS,1661.1666666666667,,1846.5,1289,,1848
Moises Palma,20,A,TBR,1661.5,,,941,,2382
Manuel Veloz,24,AAA,CHW,1662.7,798,2237.5,1041,1474,2763
David Avitia,26,A+,CHC,1663,,,,,1663
Kai Wynyard,23,AA,TEX,1663.375,1063,1598.5,,1198,2794
Nick Krauth,25,AAA,TEX,1667.5,1091,2626.5,1439,1226,1955
Fulton Lockhart,21,A,LAA,1668,,1636,1466,1630,1940
Francis Rivera,24,A+,COL,1668,,1576,,1336,2092
Alan Busenitz,34,MLB,CIN,1671.1666666666667,,2119.5,1287,,1607
Ryan Sublette,26,AAA,LAD,1671.25,,1598.5,,,1744
Zach Willeman,29,AAA,CIN,1672.75,1103,2731,1029,,1828
Jake Eddington,24,A+,PHI,1672.75,1070,1563,,1437,2621
Joseph Yabbour,21,A+,CHW,1673.6666666666667,,1576,,1462,1983
Aaron Haase,25,A+,DET,1674,,,,,1674
Derek Diamond,24,AA,PIT,1674.6666666666667,,2294,,1184,1546
Jack Leftwich,26,AAA,CLE,1675.25,,1846.5,,,1504
Keeler Morfe,19,A,BAL,1675.6666666666667,,,1471,1697,1859
Frainyer Chavez,26,AA,TEX,1676,,,,,1676
Jose Nova,23,A+,MIL,1676.25,,1661,1158,1252,2634
Jorge De Leon,22,A,NYM,1676.3333333333333,,1236,,1626,2167
Ben Hansen,23,A,BOS,1676.7,929,2542.5,1132,1210,2570
Justin Armbruester,26,AAA,NYM,1677.25,,2468.5,,,886
Max Gieg,24,AA,LAA,1678.6666666666667,,1431,,1376,2229
Jack Sinclair,26,AAA,WSN,1679.1666666666667,,1554.5,,1556,1927
Nick Kahle,27,AAA,MIL,1680,,,,,1680
Ronny Lopez,22,A,CHC,1685,1132,,1033,1625,2950
Justin Militello,21,A,ATL,1685.6666666666667,,,1184,1259,2614
Cade Kuehler,22,A+,ATL,1685.75,,1507.5,,,1864
Jake Faherty,22,A,MIA,1685.8333333333333,,1071.5,,1650,2336
Grayson Thurman,26,AA,TOR,1686.1666666666667,,1866.5,1079,,2113
Jhosmer Alvarez,24,AA,ARI,1686.375,,2107.5,1103,1369,2166
Justin Trimble,22,A,HOU,1687,,,,,1687
Drew Vogel,23,A+,HOU,1688,,,,,1688
